,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-02 14:34:03.614988,Predicted: 2021-05-02 14:34:03.614988
3587,0.0,5 -- ,number of premier league titles won by manchester city,0.0,13,0.0,18,0.0,"20 titles, the record for most titles won.[10] United's rivals Liverpool are second with 18.",0.0,18,0.0,19
2489,0.0,8 -- ,how many song tracks are there in the movie lagaan,0.0,six,0.0,No Edit,0.0,No Edit,0.0,six,0.0,six
4202,0.0,40 ‰ -- ,what is the salinity of the red sea,0.0,saltiest bodies of seawater in the world,0.0,water is not red,0.0,high salinity,0.0,high salinity,0.0,saltiest bodies of seawater in the world
5656,0.0,Adam Warlock -- ,who is adam at the end of guardians of the galaxy 2,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
9149,0.0,Jivatram Bhagwandas Kripalani -- ,who was the congress president when india became free,0.0,1947,0.0,1947,0.0,1947,0.0,1947,0.0,1947
1149,0.0,England -- ,when is the last time england won the workd cup,0.0,1950,0.0,1950,0.0,1950,0.0,1950,0.0,1950
563,0.0,32 -- ,how many episodes of married at first sight season 5,12.0,29 January 2018,0.0,No Edit,0.0,No Edit,0.0,"the fifth episode, Roni and Michael found that their relationship was not working for them and they mutually decided to split.[11]",0.0,"the fifth episode, two more couples (Lauren & Matthew, Elizabeth & Sam) met and wed in Byron Bay and Hawkesbury River."
340,0.0,1918 -- ,when did the us first start using daylight savings time,66.0,"1918 of March 19 , 1918",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
5643,0.0,1985 -- ,when was the wreck of the titanic found,100.0,1985,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
5626,0.0,603 -- ,what channel is the food network on bell fibe,0.0,Food Network ( Canada ) - wikipedia Food Network is a Canadian English language Category A specialty channel based on the American,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
4195,0.0,Jan. 1977 -- ,when did black panther comic book come out,33.0,1966,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
9111,0.0,1961 -- ,when was the movie west side story made,100.0,1961,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7219,0.0,"July 6 , 2018 -- ",when do sorry to bother you come out,5.0,"calls over the intercom and says `` Sorry to bother you , '' before leading the mob to break down the door and attack Lift",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
3799,0.0,7 -- ,how many seasons is there of sons of anarchy,100.0,7,0.0,three,0.0,4,0.0,all the seasons,0.0,4
2543,0.0,104 -- ,how many seats bjp won in karnataka 2018 election,100.0,104,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7597,0.0,`` Dreamscaperers '' -- ,when does bill show up in gravity falls,0.0,2013,0.0,No Edit,0.0,2013,0.0,2013,0.0,2013
3796,0.0,2010 -- ,when did just the way you are come out,0.0,directly from the heart,0.0,No Edit,0.0,directly from the heart,0.0,"you smile, the whole world stops and stares for a while",0.0,girl you're amazing
5616,0.0,Adam Paul Scott -- ,actor who played ben on parks and recreation,76.5,Adam Scott ( actor ) - wikipedia Adam Paul Scott,0.0,.,0.0,.,0.0,.,0.0,.
5204,0.0,249 -- ,how many episodes of the only way is essex are there,0.0,once a week,0.0,No Edit,0.0,one episode,0.0,eighteen,0.0,two episodes per week
9085,0.0,9 -- ,how many ep are in stranger things season 2,0.0,nine episodes,0.0,No Edit,0.0,No Edit,0.0,nine episodes,0.0,second season focuses on Will's side effects from being in the Upside Down with its entities crawling into the real world.
5207,0.0,1978 -- ,when did california community colleges start charging tuition,4.0,"2012 , tuition will be raised to $46 per unit",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
4183,0.0,120 goals -- ,how many games has cristiano ronaldo played in champions league,0.0,five,0.0,5,0.0,5,0.0,five,0.0,five
9079,0.0,1964 -- ,when did water fluoridation begin in the uk,75.0,1965,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
4179,0.0,"at U.S. Bank Stadium in Minneapolis , Minnesota -- ",where was the super bowl be played this year,0.0,.,0.0,No Edit,0.0,2018,0.0,2018,0.0,.
7216,0.0,France -- ,who won the fifa world cup this year,0.0,2018,0.0,No Edit,0.0,No Edit,0.0,2018,0.0,2018
609,0.0,Bernard Hill -- ,who played the captain in the movie titanic,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
9382,0.0,2017 -- ,when did galway last win all ireland hurling final,12.0,1941 to 1944,0.0,No Edit,0.0,.,0.0,.,0.0,.
7717,0.0,1945 -- ,when was the last time there was a war on american soil,0.0,wikipedia This is a list of attacks against territory held by the United States of America,0.0,empty,0.0,United States.,0.0,United States of America.,0.0,empty
148,0.0,"U.S. Bank Stadium in Minneapolis , Minnesota -- ",where is the super bowl being played at this year,64.5,"2018 , at U.S. Bank Stadium",0.0,No Edit,0.0,2018,0.0,2018,0.0,.
8857,0.0,1950 -- ,when did the indian constitution come into being,71.0,26 January 1950,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
2049,0.0,14 -- ,whats the youngest age you can get a driver's permit,100.0,14,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
6100,0.0,501 -- ,ok google how many medals does canada have,0.0,four,0.0,five,0.0,"six each.[3] Cindy Klassen holds the record for most Winter medals won by a Canadian of either gender, with six.[3]",0.0,23,0.0,four
4454,0.0,2002 -- ,when was the last time usa hosted winter olympics,0.0,1936,0.0,1936,0.0,1936,0.0,February.[44] This was the last time the Summer and Winter Olympics were held in the same country in the same year.,0.0,1984
4943,0.0,N2 -- ,longest road between two towns in south africa,3.0,"2,255 kilometres ( 1,401 mi ) makes it the longest numbered route in South Africa",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
6741,0.0,2007 -- ,when was the last time miss oklahoma won miss america,0.0,five occasions,0.0,in the years when city representatives were common,0.0,in the years when city representatives were common,0.0,five occasions,0.0,five occasions
1588,0.0,Hugh Dillon -- ,who plays the sheriff on the show yellowstone,11.0,"Kevin Costner , Wes Bentley , Kelly Reilly , Luke Grimes , Cole Hauser and Gil Birmingham",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,empty
142,0.0,Kavan Smith -- ,who plays mr coulter on when calls the heart,17.0,"2014 , and on April 16 , 2014 on Super Channel in Canada",0.0,No Edit,0.0,No Edit,0.0,2014,0.0,2014
9632,0.0,400 + -- ,how many islands are there in lake nicaragua,0.0,volcanic islands,0.0,three,0.0,three,0.0,three,0.0,volcanic islands
1328,0.0,Vanessa Ray -- ,who plays cece drake on pretty little liars,0.0,.,0.0,No Edit,0.0,.,0.0,.,0.0,.
1590,0.0,Randy Edelman -- ,who wrote the music for last of the mohicans,31.0,singer - songwriter Dougie MacLean,0.0,.,0.0,.,0.0,.,0.0,.
5305,0.0,Light blue -- ,what color is the line in jack on a computer,0.0,99,0.0,99,0.0,99,0.0,99,0.0,99
4422,0.0,Eric Christian Olsen -- ,who plays marty deeks on ncis los angeles,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
8855,0.0,1 July 1997 -- ,when did china take control of hong kong,100.0,1 July 1997,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
3171,0.0,2 × -- ,how many times has tom brady won super bowl mvp,0.0,five,0.0,three,0.0,three,0.0,five,0.0,three
3178,0.0,"14,938,948 -- ",what is the population of north and south carolina,3.5,"both states began to experience growth in the technological and banking sectors , bringing jobs and population growth",0.0,Redirect,0.0,Redirect,0.0,Redirect,0.0,Redirect
1603,0.0,"6,000 -- ",number of passengers on oasis of the seas,69.0,"over 6,000 passengers",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
2248,0.0,Kilkenny -- ,who won the all ireland hurling final 2011,10.0,2011 GAA GPA All Star hurling team,0.0,No Edit,0.0,.,0.0,.,0.0,.
665,0.0,Georgia Bulldogs -- ,who won the sec championship game this year,17.0,"2017 SEC Championship game - wikipedia The 2017 SEC Championship Game was played on December 2 , 2017",0.0,No Edit,0.0,No Edit,0.0,2017,0.0,2017
7783,0.0,Desreta Jackson -- ,who played young celie in the movie the color purple,0.0,.,0.0,No Edit,0.0,.,0.0,.,0.0,.
8349,0.0,2018 -- ,when does season 3 start of the ranch,100.0,2018,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
6052,0.0,1000 metres -- ,if kilogram means 1 000 grams which does kilometer mean,0.0,kilo,0.0,kilo,0.0,kilo,0.0,kilo,0.0,kilo
5001,0.0,BBC -- ,where is till death do us part from,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
9576,0.0,Natasha Bianca Lyonne Braunstein -- ,american pie cast in orange is the new black,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
7781,0.0,Mark - Paul Harry Gosselaar -- ,who played zack in saved by the bell,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
3202,0.0,138 -- ,how many articles are there in chinese constitution,100.0,138,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7380,0.0,48 -- ,how many pga tour events are there in a year,100.0,48,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
8853,0.0,12 -- ,how many episodes does attack on titan have in season 2,40.0,14 to 25,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,75
6797,0.0,7 -- ,how many episodes are there in game of thrones season seven,0.0,seven,0.0,No Edit,0.0,No Edit,0.0,seven,0.0,seven episodes
6696,0.0,Roosevelt -- ,who appeared at his party's 1932 nominating convention to give an acceptance speech,57.0,Roosevelt broke tradition and established the precedent of formally accepting the nomination in person at the convention,0.0,.,0.0,.,0.0,.,0.0,.
1561,0.0,"July 11 , 2008 -- ",when did the first iphone come out in australia,38.0,2007,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
2225,0.0,San Diego Chargers -- ,who did colton play for in the nfl,0.0,.,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
705,0.0,Norman Greenbaum -- ,who does the song spirit in the sky,67.0,Spirit in the Sky '' is a song written and originally recorded by Norman Greenbaum,0.0,.,0.0,.,0.0,.,0.0,.
8253,0.0,5 -- ,how many nba championship rings does kobe bryant have,0.0,11,0.0,NBA,0.0,11,0.0,11,0.0,11
4491,0.0,28 -- ,how old was jackie robinson when he was a rookie,0.0,"31 , 1919",0.0,1947,0.0,"31, 1919 –",0.0,"31, 1919 –",0.0,"31, 1919"
9720,0.0,\ -- ,which character is called the escape character in c#,0.0,\ e,0.0,No Edit,0.0,backslash,0.0,\e,0.0,\e
502,0.0,2015 -- ,when did the movie knock knock come out,0.0,knocks on the door,0.0,No Edit,0.0,No Edit,0.0,knocks on the door,0.0,"He then knocks on the door,"
702,0.0,Bryan Lee Cranston -- ,who played hal in malcolm in the middle,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
4888,0.0,260 -- ,most goals scored by player in premier league,3.0,28 players have managed to accrue 100 or more goals in the competition .,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
4488,0.0,31 -- ,how many games did the new york knicks win last year,0.0,"2,700",0.0,"2,400",0.0,seven,0.0,"2,700",0.0,"2,700"
2064,0.0,6 -- ,how many seasons of northern exposure are there,0.0,four,0.0,.,0.0,six,0.0,six,0.0,six
2775,0.0,7 -- ,how many judges are on the california supreme court,0.0,seven,0.0,seven,0.0,seven,0.0,seven,0.0,seven
3096,0.0,Ed Quinn -- ,who plays max one day at a time,10.0,"Justina Machado , Todd Grinnell , Isabella Gomez , Marcel Ruiz , Stephen Tobolowsky , and Rita Moreno",0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
8297,0.0,Marnie Oursler -- ,who is the host of big beach builds,0.0,.,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,.
9696,0.0,five -- ,how many asian countries are participating in fifa world cup 2018,0.0,27,0.0,No Edit,0.0,36,0.0,12,0.0,27
6138,0.0,"2009 , -- ",when did isuzu stop selling cars in the us,25.0,1992,0.0,No Edit,0.0,Redirect,0.0,Redirect,0.0,Redirect
8844,0.0,"October 17 , 2017 -- ",when does sigma come out marvel vs capcom,71.0,2017,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
9688,0.0,12 -- ,most goals scored in a game in a world cup,0.0,Fewer than half of all World Cup tournaments have been won by the highest scoring team .,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
3105,0.0,169 -- ,how many cities are in the state of alabama,100.0,169,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
3110,0.0,William James Remar -- ,who played richard on sex and the city,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
8744,0.0,1810 -- ,when was the first curry house opened in britain,100.0,1810,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7388,0.0,1837 -- ,when was the ampersand removed from the alphabet,0.0,the ampersand does not represent a speech sound,0.0,it should not be replaced with and.,0.0,the ampersand does not represent a speech sound,0.0,the ampersand does not represent a speech sound,0.0,"the recitation of the alphabet would end in ""X, Y, Z, and per se and""."
2767,0.0,Howard Ellsworth Rollins Jr . -- ,who played virgil in the heat of the night,92.0,wikipedia Howard Ellsworth Rollins Jr,0.0,.,0.0,.,0.0,.,0.0,.
6125,0.0,1999 -- ,when did the first phone with internet come out,50.0,1965,0.0,the system after being placed online and operated for a very brief time period was shut down,0.0,third generation (3G) broadband data services,0.0,third-generation (3G) broadband data services,0.0,smartphones becoming common globally and a growing proportion of Internet access now done via mobile broadband.
7853,0.0,20 -- ,what age are you allowed to drink in japan,52.0,"18 18 20 , It is illegal to sell , serve , offer or consume alcoholic beverages in public under the age of 18",0.0,16 or 17,0.0,under 16,0.0,18,0.0,five
4918,0.0,Riki Lindhome -- Ira Flatow -- ,the big bang theory season 11 guest star,18.5,"The Big Bang Theory premiered on CBS on Monday , September 25 , 2017",0.0,No Edit,0.0,No Edit,0.0,2017,0.0,2017
6794,0.0,1966 -- ,when did the surgeon general warning go on cigarettes,0.0,warnings used in different countries try to emphasize the same messages,0.0,warnings used in different countries try to emphasize the same messages,0.0,warnings used in different countries try to emphasize the same messages,0.0,warnings used in different countries try to emphasize the same messages,0.0,warnings used in different countries try to emphasize the same messages
168,0.0,"450,100 -- ",how many members of the national guard are there,22.0,54,0.0,Redirect,0.0,Redirect,0.0,Redirect,0.0,Redirect
9385,0.0,2016 -- ,what role did chrishell stause play on the young and the restless,0.0,Amanda Dillon on All My Children and Jordan Ridgeway on Days of Our Lives,0.0,"Amanda Dillon on All My Children,",0.0,Amanda Dillon,0.0,Amanda Dillon on All My Children and Jordan Ridgeway on Days of Our Lives.,0.0,real estate agent
1689,0.0,Meghan Ory -- ,who played red riding hood in once upon a time,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
9454,0.0,Papuan -- ,what do you call someone from new guinea,59.5,Girls from Papua New Guinea Papuan people in folk costume,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7344,0.0,Vassilieva -- ,who played kate on my sister's keeper,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
626,0.0,≈ -- ,what is the symbol for approximately equal to,0.0,equality of well - formed formulas,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
4344,0.0,7 -- ,how many goals did salah scored for liverpool last season,0.0,32,0.0,No Edit,0.0,25 December 2010,0.0,25 December 2010,0.0,32
7742,0.0,AirTel TV -- Jio TV -- ,tv channel in india for fifa world cup,21.0,2018 FIFA World Cup broadcasting rights - wikipedia,0.0,No Edit,0.0,No Edit,0.0,2018,0.0,2018
623,0.0,a high school -- ,what is the setting of dear evan hansen,64.0,an incident that took place during Pasek 's high school years,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
9433,0.0,73 -- ,what is the mlb home run record in a season,0.0,single - season record for the number of home runs hit by a batter,0.0,home runs that broke a record set in a previous year,0.0,hitting two home runs in one inning,0.0,single-season record for the number of home runs hit by a batter,0.0,single-season record for the number of home runs hit by a batter
8720,0.0,21 -- ,how many new zealand athletes in winter olympics,100.0,21,0.0,No Edit,0.0,No Edit,0.0,five,0.0,.
3325,0.0,Season 3 -- ,what season of supergirl is crisis on earth x,13.0,2016 -- 17,0.0,No Edit,0.0,No Edit,0.0,2017,0.0,2017
4343,0.0,8 -- ,how many episodes are there in queer eye season 2,0.0,eight,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,47
8897,0.0,Stormzy -- ,best british male solo artist at this year's brit awards,0.0,1977,0.0,No Edit,0.0,No Edit,0.0,1977,0.0,1977
7339,0.0,1991 -- ,when is the last time the redskins won the super bowl,60.0,following the end of the 1991 season,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
1690,0.0,10 -- ,what is the youngest age to get married in the united states,18.0,13 and 17,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
5929,0.0,Kolkata metropolitan area in the Indian state of West Bengal -- ,where is first metro train started in india,0.0,1984,0.0,1984,0.0,1984,0.0,1984,0.0,1984
1692,0.0,370 -- ,most amount of points scored in an nba game,0.0,team that records the most points at the end of a game is declared the game 's winner,0.0,No Edit,0.0,team that records the most points at the end of a game is declared the game's winner,0.0,team that records the most points at the end of a game is declared the game's winner,0.0,team that records the most points at the end of a game is declared the game's winner
2275,0.0,8 -- ,how many times did the giants win the world series,0.0,four straight games,0.0,four straight,0.0,four straight,0.0,fourth,0.0,11
8438,0.0,7 -- ,how many episodes are there in still star crossed,25.0,"29 , 2017",0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
2281,0.0,296 -- ,most rushing yards in a game by a player,10.0,average has been compiled since 1976,0.0,National Football League.,0.0,yardage,0.0,[1]:s-14,0.0,National Football
5070,0.0,Raquel Castro -- ,who played the little girl in jersey girl,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
