,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-04 05:37:52.352568,Predicted: 2021-05-04 05:37:52.352568
3312,16.75,George VI -- ,who was the king of england in the second world war,14.0,"1939 , the Empire and Commonwealth -- except Ireland -- was at war with Nazi Germany",9.0,"war with Italy and the Empire of Japan followed. Though Britain and its allies were ultimately victorious,",26.0,overseas tours,14.0,"1939, the Empire and Commonwealth – except Ireland – was at war with Nazi Germany.",18.0,Ireland—declared war on Nazi Germany.
8142,16.75,Ishmael Boorg -- ,what was the amish guys name in kingpin,29.0,amateur bowlers .,9.0,"Woody Harrelson, Randy Quaid, Vanessa Angel, and Bill Murray.",9.0,"Woody Harrelson, Randy Quaid, Vanessa Angel, and Bill Murray.",9.0,"Woody Harrelson, Randy Quaid, Vanessa Angel, and Bill Murray.",40.0,bowling superstar.
8029,16.75,tiger -- ,bandipur wildlife sanctuary is famous for which animal,21.0,wild elephants,14.0,elephants,11.0,bull elephant,21.0,wild elephants,21.0,wild elephants
9536,16.75,headquarters of the United States Department of Defense -- ,what is the pentagon in washington dc used for,15.5,ground zero,18.0,central plaza,15.5,ground zero,18.0,central plaza,15.5,ground zero
8185,16.666666666666668,iPad ( 4th Gen ) Models -- ,what kind of ipad is model md511ll/a,16.0,tablet,0.0,No Edit,18.0,tablet computer,16.0,tablet,16.0,tablet
3622,16.666666666666668,Sam 's soul is missing -- ,what is wrong with sam winchester in season 6,27.0,"is freed from Lucifer 's cage in Hell and teams up with Dean , who leaves his new life behind and becomes a hunter again",0.0,No Edit,0.0,.,25.0,"fell into ""complete disarray",25.0,"fell into ""complete disarray"
886,16.666666666666668,29 -- ,how many states is weed legal in us,0.0,50,0.0,No Edit,0.0,number of states have decriminalized the substance to varying degrees,50.0,"9, 2016",0.0,36
8395,16.666666666666668,38 -- ,how many emmys did game of thrones win,0.0,six,0.0,No Edit,50.0,36,0.0,six,0.0,59
9165,16.666666666666668,Nat Hickey -- ,who is the oldest nba player in history,19.0,Sacramento Kings guard / forward Vince Carter,0.0,No Edit,22.0,"Los Angeles Lakers guard Steve Nash, who is 39 years old.",17.0,"guard/forward Vince Carter,",11.0,"power forward Udonis Haslem,"
9273,16.666666666666668,1520 -- ,how many games are there for the xbox one,100.0,1520,0.0,No Edit,0.0,77,25.0,1419,25.0,2725
7558,16.666666666666668,Nick Palatas -- ,who played shaggy in scooby doo curse of the lake monster,15.0,lake monsters then burst through the wall,0.0,No Edit,15.0,lake monsters then burst through the wall,15.0,lake monsters then burst through the wall,20.0,"Scooby-Doo! The Mystery Begins,"
9404,16.666666666666668,California -- ,where do the most billionaires live in america,15.5,wikipedia This is a list of U.S. states by the number of billionaires as of 12 Feb 2016,0.0,No Edit,12.0,states,16.0,12 Feb 2016. The list of billionaires is compiled annually by Forbes magazine.[1],22.0,states and federal district
8213,16.666666666666668,37 -- ,how many laliga goals does ronaldo have this season,0.0,50,0.0,No Edit,50.0,13,0.0,50,0.0,50 goals
3991,16.666666666666668,1614 -- ,how many games are there in xbox one,100.0,1614,0.0,No Edit,0.0,77,50.0,1419,0.0,2725
4942,16.666666666666668,Kathleen Turner -- ,who played freda in dumb and dumber 2,19.0,Jim Carrey and Jeff Daniels,0.0,No Edit,12.0,"Carrey and Daniels,",19.0,Jim Carrey and Jeff Daniels,19.0,Jim Carrey and Jeff Daniels
3396,16.666666666666668,12 -- ,how many episodes in american horror story season 1,0.0,84,0.0,No Edit,3.0,"Network. The first season, which premiered on October 5, 2011",33.0,2011,14.0,103 episodes
5041,16.625,Iron Maiden -- ,who sang 666 the number of the beast,21.5,2005 Enhanced CD ( EMS 666 ) 2005,15.5,him who hath understanding reckon the number of the beast for it is a human number/its number is six hundred and sixty six,25.5,"""The Number of the Beast""",25.5,"""The Number of the Beast""",0.0,.
1341,16.625,Anthea Kym `` Kym '' Karath -- ,who is gretel in the sound of music,27.0,amazing gorgeous looking Monroe-esque young lady,14.0,"actress, best known for her role in The Sound of Music.",13.5,best known for her role as Gretl in The Sound of Music.,17.0,"best known for her role as Gretl, the youngest of the Von Trapp children, in The Sound of Music.",22.0,The Sound of Music.
1174,16.625,Misery -- ,movie about a woman who kidnaps a writer,12.0,a psychotic fan who holds an author captive and forces him to write her stories,20.0,Annie Wilkes (Kathy Bates),22.0,Annie Wilkes,12.0,a psychotic fan who holds an author captive and forces him to write her stories,12.5,an obsessive fan who holds an author captive and forces him to write a story
1633,16.625,Jōji Matsumoto -- ,who was in charge of creating a consitution and a working democracy in japan,13.5,government shall remove all obstacles to the revival and strengthening of democratic tendencies among the Japanese people,19.0,constitution establishes a parliamentary system of government,19.0,constitution establishes a parliamentary system of government,15.0,constitution was drawn up under the Allied occupation,13.5,government shall remove all obstacles to the revival and strengthening of democratic tendencies among the Japanese people.
1338,16.625,Richard Shannon Hoon -- ,who was the lead singer of blind melon,0.0,.,0.0,.,0.0,.,66.5,"Richard Shannon Hoon (September 26, 1967 – October 21, 1995) was an American singer-songwriter and musician.",0.0,.
9160,16.625,assessment -- ,where does diagnosis go in a soap note,14.0,a quick summary of the patient with main symptoms / diagnosis including a differential diagnosis,18.5,a list of other possible diagnoses usually in order of most likely to least likely,14.0,a quick summary of the patient with main symptoms/diagnosis including a differential diagnosis,14.0,a quick summary of the patient with main symptoms/diagnosis including a differential diagnosis,20.0,a quick summary of the patient with main symptoms/diagnosis
9435,16.625,The Bradas -- ,winner of world hip hop dance championship 2015,0.0,2015,28.5,The World Hip Hop Dance Championships is an international hip-hop dance competition created and operated by Hip Hop International that first occurred in 2002.,38.0,The World Hip Hop Dance Championship,0.0,2015,0.0,2015
7382,16.5,2002 -- ,when was the poem nothing's changed written,61.0,7 December 1920 -- 23 December 2002,66.0,"1920 – December 23, 2002)",0.0,.,0.0,.,0.0,.
8712,16.5,Justice Wargrave -- ,who is the killer in and then there were none,10.0,One little Soldier Boy left all alone ; He went out and hanged himself,10.0,One little Soldier boy left all alone; He went out and hanged himself,10.0,One little Soldier Boy left all alone; He went out and hanged himself,22.0,any one of the seven remaining persons,24.0,one of the seven remaining persons
6274,16.5,"January 6 , 2018 -- ",when does episode 108 of dragon ball super air,18.0,tenth ending theme is `` By A 70cm Square Window '' by the rock band RottenGraffty,0.0,No Edit,0.0,No Edit,17.0,"ninth ending theme from episodes 97 to 108 is ""Haruka"" by Lacco Tower.[12]",16.0,"ninth ending theme song for episodes 97 to 108 is ""Haruka"" (遥) by Lacco Tower.[14]"
8548,16.5,"season three ( 1998 -- 1999 ) , episode three -- ",when does angel leave buffy the vampire slayer,16.5,1997,16.5,1997,16.5,1997,16.5,1997,16.5,1997
418,16.5,Bryce Papenbrook -- ,who voices eren jaeger in the english dub,88.0,Bryce Papenbrook - wikipedia,22.0,voice actor,0.0,.,22.0,voice actor,22.0,voice actor
1370,16.5,escalated during the 1920s and 1930s -- began with the 20th century -- ,when did asbestos become known to be harmful,15.0,human carcinogens,12.0,toxic,15.0,human carcinogens,24.0,detrimental effects of asbestos on human beings,15.0,1902
8718,16.5,( Everything I Do ) I Do It for You -- ,number one song on the charts in 1991,24.0,two longest running number - one singles of 1991,0.0,No Edit,0.0,No Edit,0.0,No Edit,16.5,Redirect
3935,16.5,Miroslav Klose -- ,who scored highest goal for brazil in world cup,6.0,1930 FIFA World Cup,0.0,No Edit,0.0,No Edit,6.0,"1930 FIFA World Cup,[3]",27.0,13 goals in 1958.
3323,16.5,Dexter Knight -- ,who does regine end up with on living single,29.0,four women and two men,29.0,four women and two men,17.0,a pair of male friends,20.0,two men,0.0,.
454,16.5,2.6 parsecs ( 8.6 ly ) -- ,how many miles is it from earth to the star sirius in scientific notation,16.0,"7,500 mi",29.0,"7,500 miles",20.0,1.9×109 mi)[note,8.5,"(7,500 mi),",8.5,"(7,500 mi),"
547,16.5,1885 -- ,when did the building of the cpr end,0.0,no longer reaches the Atlantic coast,66.0,between 1881 and 1885,0.0,sea ice in the Gulf of St. Lawrence closed the port of Montreal during the winter months.,0.0,no longer reaches the Atlantic coast.,0.0,Port Moody would be the terminus
4780,16.5,Hunt -- ,who plays hetty lange on ncis los angeles,59.0,Linda Hunt - wikipedia Lydia Susanna Hunter,0.0,.,33.0,Lydia Susanna Hunter,33.0,Lydia Susanna Hunter,0.0,.
7980,16.5,the Americans -- ,who won the battle of trenton in 1776,31.0,"1776 , in Trenton , New Jersey",0.0,1776,35.0,inspired rebels in the colonies,0.0,1776,31.0,the victory inspired patriots and sympathizers of the newly formed United States.
8153,16.5,Pakistan -- ,which country made the ball for world cup 2018,15.0,2018 FIFA World Cup,0.0,No Edit,0.0,No Edit,15.0,"2018 FIFA World Cup,",18.0,"Forward Sports,"
18,16.5,Yul Brynner -- The King and I -- ,who won the academy award for best actor in 1957 and for what movie,12.0,strada,12.0,strada,12.0,strada,12.0,strada,30.0,Federico Fellini's La Strada with Anthony Quinn
726,16.5,New England Patriots -- ,who did the eagles play in 2004 super bowl,0.0,.,20.0,2004 NFC Super Bowl berth after 3 consecutive defeats in the NFC Championship Game.,46.0,The Patriots defeated the Eagles by the score of 24–21.,0.0,.,0.0,.
1442,16.5,Jamie Dornan -- ,who plays the cop in once upon a time,38.0,police officer .,0.0,No Edit,8.0,August Booth,29.0,"Sheriff Graham Humbert,",12.5,Once Upon a Time and its spin-off Once Upon a Time in Wonderland
6113,16.5,Su Elliot -- ,who played oz wife in auf wiedersehen pet,13.0,Brenda,25.0,ex-wife,15.0,"Neville ran a building company with his wife, Brenda called Nevenda Homes",13.0,"Brenda,",13.0,"Brenda,"
2089,16.5,King William III -- ,who was responsible for appointing governors in the early american colonies,22.5,Casa de Contratación and the Casa da Índia,19.0,Under Johan Björnsson Printz,11.0,colonial history of the United States covers the history of European settlements from the start of colonization of America until their incorporation into the United States.,18.0,"de León,",18.0,"de León,"
6747,16.5,10 -- ,how many episodes are there in skam season 4,100.0,10,0.0,No Edit,0.0,No Edit,0.0,the final episode of season four,33.0,2017
1780,16.5,Michael Mealor -- ,who is playing kyle on the young and the restless,42.0,child actor Garrett Ryan,27.0,Redirect,15.5,"Kyle Abbott is a fictional character from the American CBS soap opera The Young and the Restless. Born onscreen on January 8, 2001,",15.5,"Kyle Abbott is a fictional character from the American CBS soap opera The Young and the Restless. Born onscreen on January 8, 2001,",8.0,Kyle Abbott
743,16.5,earwigs -- ,small insect with a pair of claws on its abdoman,23.0,three pairs of legs,7.0,owlet moth Thysania agrippina (family Noctuidae). Insects are by far the most successful group in the Arthropoda.,13.0,mosquito,23.0,three pairs of legs,23.0,three pairs of legs
43,16.5,129 -- ,how many teams are in the ncaa football,100.0,129,0.0,all schools in this grouping have varsity football teams,0.0,all schools in this grouping have varsity football teams,33.0,130,33.0,130
7207,16.5,1972 -- ,when did nigeria change from right to left driving,50.0,1946,20.0,"7 September 2009,",46.0,1928–1976,0.0,the switch from right to left happened in an atmosphere of national celebration,0.0,"on the left, the driver preferred that other wagons pass him on the left"
1404,16.5,Tiny Tim -- ,who did the ghost of christmas present take scrooge to see second,12.0,scenes of festivity and also deprivation that are happening as they watch,12.0,"Scrooge's nephew, and the family of his clerk,",13.0,"Scrooge's nephew, and the family of his impoverished clerk, Bob Cratchit.",12.0,"Scrooge's nephew, and the family of his impoverished clerk,",29.0,"a jolly Giant,"
7733,16.5,244 -- ,how many branches of rbl bank in india,100.0,244,0.0,No Edit,0.0,No Edit,0.0,two,33.0,372
2057,16.5,363 -- ,what are the total no. of panchayat in shimla district,33.0,640,0.0,19,0.0,inhabited villages,33.0,640,33.0,640
1668,16.5,advertising slogan used in 1950 to market the carbonated soft drink Pepsi -- ,where did the phrase bang for your buck come from,17.0,slang usage,15.0,Redirect,17.0,slang usage,17.0,slang usage,17.0,slang usage
6532,16.5,"Jake Austin Szymanski ( born December 3 , 1994 ) , known professionally as Jake T. Austin -- ",who played max on wizards of waverly place,29.0,"2004 , he landed his first major role -- voicing Diego , the cousin of Dora , on the hit Nickelodeon animated series Dora the Explorer .",20.0,"Disney Channel Original Series, Wizards of Waverly Place",15.5,the youngest of three wizards,12.0,"voice of Diego on the Nickelodeon animated series Go, Diego, Go!.",18.5,"the Disney Channel series Wizards of Waverly Place. He played the youngest sibling of a wizarding family,"
9571,16.5,Garry Shandling -- ,who played the turtle in over the hedge,19.0,Verne the turtle,14.0,the box turtle,17.0,the tentative turtle,19.0,Verne the turtle;,16.0,the turtle
3962,16.5,Michelle Stafford -- Kimberlin Brown -- ,who plays sheila carter on bold and the beautiful,0.0,2006,33.0,Sheila Carter,33.0,William J.,0.0,2006,0.0,2006
5774,16.5,Alfred Sturtevant -- ,who proposed the coupling and repulsion theory of linkage,23.0,Thomas Hunt Morgan,15.0,geneticists William Bateson and Reginald Punnett,19.0,William Bateson and Reginald Punnett.,16.0,William Bateson and Reginald Punnett.[citation,16.0,William Bateson and Reginald Punnett.[citation
5467,16.5,more than 4000 runs -- ,total runs scored by rohit sharma in ipl,21.5,Rohit Sharma - Wikipedia Rohit Gurunath Sharma,33.0,"30 April 1987, in Bansod, Nagpur, Maharashtra)",19.0,30 April 1987),0.0,.,14.0,Rohit Gurunath Sharma (born 30 April 1987) is an Indian international cricketer who plays for Mumbai in domestic cricket and captains Mumbai Indians in the Indian Premier League
4767,16.5,Glory to Buddha Amitabha -- ,what does nam mo a di da phat mean,30.0,worship their ancestors,18.0,This Senegal-related article is a stub. You can help Wikipedia by expanding it.,16.0,This Senegal-related article is a stub.,16.0,This Senegal-related article is a stub.,16.0,This Senegal-related article is a stub.
7731,16.5,September 2017 -- ,when was the last nuclear plant built in the us,18.5,"The Fort Calhoun Nuclear Generating Station was the most recent nuclear power plant to be decommissioned on October 24 , 2016",11.0,1946,22.0,2000,11.0,1964,22.0,2000
