,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
3933,who was the girl that played cindy lou who,['Taylor Michel Momsen'],Taylor Momsen,"Taylor Michel Momsen, Momsen","{'Taylor Michel Momsen': 'Taylor Momsen', 'Momsen': 'Taylor Momsen'}",100.0,Momsen,Taylor Momsen,0.0,Miley Cyrus,Taylor Momsen,100.0,Momsen,Taylor Momsen,100.0,Taylor Michel Momsen,Taylor Momsen,100.0,Taylor Michel Momsen,Taylor Momsen,100.0
3934,who are the cast members of ncis new orleans,['Scott Bakula'],NCIS: New Orleans,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
3935,when does the turn of the screw take place,['1898'],The Turn of the Screw,"1999, 1898, the 1960s","{'1999': 'The Turn of the Screw', '1898': 'The Turn of the Screw', 'the 1960s': 'The Turn of the Screw'}",100.0,1898,The Turn of the Screw,100.0,1898,The Turn of the Screw,16.666666666666668,"January 27 – April 16, 1898",The Turn of the Screw,100.0,"January 27 – April 16, 1898",The Turn of the Screw,23.809523809523807,"1898 horror novella by Henry James which first appeared in serial format in ""Collier's Weekly"" (January 27 – April 16, 1898",The Turn of the Screw,83.33333333333333
3936,where does the largest amount of federal tax revenue come from,['California'],Federal tax revenue by state,,None,-1.0,None,None,0.0,each state,Federal tax revenue by state,100.0,each state,Federal tax revenue by state,100.0,each state,Federal tax revenue by state,100.0,each state,Federal tax revenue by state,101.0
3937,which term is used to identify having official power to act,"['authority', 'Authority']",Authority,"auctoritas, authority, authority is the capacity, innate or acquired for exercising ascendancy over a group. But Kiersten's argues that authority is not a capacity, it is a relationship. It is sanctioned power, institutionalized power","{'auctoritas': 'Authority', 'authority': 'Authority', ""authority is the capacity, innate or acquired for exercising ascendancy over a group. But Kiersten's argues that authority is not a capacity, it is a relationship. It is sanctioned power, institutionalized power"": 'Authority'}",100.0,authority,Authority,100.0,authority,Authority,100.0,Authority,Authority,100.0,authority,Authority,100.0,power,Authority,0.0
3938,what do you call a person who officiates a wedding,"['marriage officiant', ""A marriage officiant , solemniser , or `` vow master ''"", ""marriage officiant , solemniser , or `` vow master ''""]",Marriage officiant,Marriage officiant,{'Marriage officiant': 'Marriage officiant'},100.0,marriage officiant,Marriage officiant,100.0,marriage officiant or solemniser,Marriage officiant,100.0,marriage officiant,Marriage officiant,100.0,marriage officiant,Marriage officiant,100.0,marriage officiant,Marriage officiant,0.0
3939,the function of the excretory system is to help maintain homeostasis by,"['removes excess , unnecessary materials from the body fluids of an organism']",Excretory system,"The liver, -Gets rid of wastes.
-Eliminates useless by-products excreted from cells.
-Eradicates harmful chemical build-ups.
-Develops early in the womb, nephrons","{'The liver': 'Excretory system', '-Gets rid of wastes.\n-Eliminates useless by-products excreted from cells.\n-Eradicates harmful chemical build-ups.\n-Develops early in the womb': 'Excretory system', 'nephrons': 'Excretory system'}",36.36363636363637,"removes excess, unnecessary materials from an organism, so as to help maintain homeostasis within the organism and prevent damage to the body",Excretory system,100.0,prevent damage to the body,Excretory system,100.0,prevent damage to the body,Excretory system,100.0,prevent damage to the body,Excretory system,100.0,prevent damage to the body,Excretory system,63.63636363636363
3940,the region that stretches between the black and caspian seas,"['The Caucasus Mountains', 'Caucasus Mountains']",Caucasus Mountains,"The Caucasus Mountains, Lesser Caucasus Mountains, Kuma-Manych Depression","{'The Caucasus Mountains': 'Caucasus Mountains', 'Lesser Caucasus Mountains': 'Caucasus Mountains', 'Kuma-Manych Depression': 'Caucasus Mountains'}",100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,0.0
3941,who sings the songs in crazy ex girlfriend,['Rachel Bloom'],Crazy Ex-Girlfriend (TV series),,None,-1.0,None,None,100.0,Rachel Bloom,Crazy Ex-Girlfriend (TV series),100.0,Rachel Bloom,Crazy Ex-Girlfriend (TV series),-1.0,None,None,-1.0,None,None,101.0
3942,who played lead guitar on 25 or 6 to 4,['Terry Kath'],25 or 6 to 4,"Terry Kath, Jason Scheff","{'Terry Kath': '25 or 6 to 4', 'Jason Scheff': '25 or 6 to 4'}",100.0,Terry Kath,25 or 6 to 4,100.0,Terry Kath,25 or 6 to 4,100.0,Terry Kath,25 or 6 to 4,100.0,Terry Kath,25 or 6 to 4,100.0,Terry Kath,25 or 6 to 4,0.0
3943,where did the name blue peter come from,"[""to represent ' a voyage of adventure ' on which the programme would set out"", 'a maritime signal , indicating that the vessel flying it is about to leave']",Blue Peter,"Asteroid 16197, Studio 1, the blue-and-white flag hoisted by a ship in port when it is ready to sail","{'Asteroid 16197': 'Blue Peter', 'Studio 1': 'Blue Peter', 'the blue-and-white flag hoisted by a ship in port when it is ready to sail': 'Blue Peter'}",100.0,Asteroid 16197,Blue Peter,100.0,Studio 1,Blue Peter,100.0,Asteroid 16197,Blue Peter,66.66666666666666,Asteroid 16197 Bluepeter,Blue Peter,100.0,Asteroid 16197 Bluepeter,Blue Peter,33.33333333333334
3944,when was the last time iran had an earthquake,['2017 - 12 - 20'],List of earthquakes in Iran,,None,-1.0,None,None,0.0,1900,List of earthquakes in Iran,100.0,1900,List of earthquakes in Iran,-1.0,None,None,100.0,1900,List of earthquakes in Iran,101.0
3945,where is the light between two oceans filmed,['New Zealand'],The Light Between Oceans (film),,None,-1.0,None,None,100.0,New Zealand,The Light Between Oceans (film),22.22222222222222,"United States, Australia, the United Kingdom, and New Zealand",The Light Between Oceans (film),100.0,"United States, Australia, the United Kingdom, and New Zealand",The Light Between Oceans (film),100.0,"United States, Australia, the United Kingdom, and New Zealand",The Light Between Oceans (film),101.0
3946,how many customers does edf have in the uk,"['5.7 million customer accounts', '5.7 million']",EDF Energy,"12,000, 12, EDF Networks","{'12,000': 'EDF Energy', '12': 'EDF Energy', 'EDF Networks': 'EDF Energy'}",100.0,5.7 million,EDF Energy,100.0,5.7 million,EDF Energy,100.0,5.7 million,EDF Energy,100.0,5.7 million,EDF Energy,100.0,5.7 million,EDF Energy,0.0
3947,when does the next episode of rebels come out,"['February 19 , 2018']",List of Star Wars Rebels episodes,,None,-1.0,None,None,0.0,"October 3, 2014",List of Star Wars Rebels episodes,100.0,"October 3, 2014",List of Star Wars Rebels episodes,-1.0,None,None,100.0,"October 3, 2014",List of Star Wars Rebels episodes,101.0
3948,who starred in the movie the day the earth stood still,['Keanu Reeves'],The Day the Earth Stood Still (2008 film),Ryne Douglas Pearson and David Scarpa,{'Ryne Douglas Pearson and David Scarpa': 'The Day the Earth Stood Still (2008 film)'},100.0,Keanu Reeves,The Day the Earth Stood Still (2008 film),100.0,Keanu Reeves,The Day the Earth Stood Still (2008 film),100.0,Keanu Reeves,The Day the Earth Stood Still (2008 film),100.0,Keanu Reeves,The Day the Earth Stood Still (2008 film),100.0,Keanu Reeves,The Day the Earth Stood Still (2008 film),0.0
3949,what is the highest peak in the ozarks,"['Lookout', 'Buffalo Lookout']",Ozarks,,None,0.0,Turner Ward Knob,Ozarks,100.0,Turner Ward Knob,Ozarks,100.0,Turner Ward Knob,Ozarks,100.0,Buffalo Lookout,Ozarks,100.0,Buffalo Lookout,Ozarks,100.0
3950,what is the setting of the book hoot,"['Florida', 'Florida and into the town of Coconut Cove']",Hoot (novel),"Florida, Mother Paula's All-American Pancake House, Coconut Cove","{'Florida': 'Hoot (novel)', ""Mother Paula's All-American Pancake House"": 'Hoot (novel)', 'Coconut Cove': 'Hoot (novel)'}",100.0,Florida,Hoot (novel),100.0,Florida,Hoot (novel),100.0,Florida,Hoot (novel),100.0,Florida,Hoot (novel),100.0,Florida,Hoot (novel),0.0
3951,where is late night with jimmy kimmel filmed,"['the Hollywood Masonic Temple ( now known as the El Capitan Entertainment Centre )', 'Hollywood Masonic Temple ( now known as the El Capitan Entertainment Centre )']",Jimmy Kimmel Live!,"Pontiac Garage, El Portal Theatre, Pontiac Garage","{'Pontiac Garage': 'Jimmy Kimmel Live!', 'El Portal Theatre': 'Jimmy Kimmel Live!'}",0.0,Detroit,Jimmy Kimmel Live!,100.0,Detroit,Jimmy Kimmel Live!,25.0,After the Academy Awards,Jimmy Kimmel Live!,0.0,India,Jimmy Kimmel Live!,0.0,The stage,Jimmy Kimmel Live!,100.0
3952,who sold the most records elvis or the beatles,['The Beatles'],List of best-selling music artists,"The Beatles, album and single sales","{'The Beatles': 'List of best-selling music artists', 'album and single sales': 'List of best-selling music artists'}",100.0,The Beatles,List of best-selling music artists,100.0,The Beatles,List of best-selling music artists,100.0,The Beatles,List of best-selling music artists,100.0,The Beatles,List of best-selling music artists,50.0,the Beatles,List of best-selling music artists,50.0
3953,what is the system of government in japan,"['a constitutional monarchy in which the power of the Emperor is limited and is relegated primarily to ceremonial duties', 'constitutional monarchy']",Government of Japan,"unitary rather than federal, The National Diet of Japan, Local government","{'unitary rather than federal': 'Government of Japan', 'The National Diet of Japan': 'Government of Japan', 'Local government': 'Government of Japan'}",100.0,constitutional monarchy,Government of Japan,100.0,constitutional monarchy,Government of Japan,100.0,constitutional monarchy,Government of Japan,33.33333333333333,mixed constitutional-absolute monarchy,Government of Japan,100.0,mixed constitutional-absolute monarchy,Government of Japan,66.66666666666667
3954,what was the code name of the us program to develop an atomic bomb,"['Development of Substitute Materials', 'The Manhattan Project', 'Manhattan']",Manhattan Project,"OSRD, Tube Alloys, The Manhattan Project","{'OSRD': 'Manhattan Project', 'Tube Alloys': 'Manhattan Project', 'The Manhattan Project': 'Manhattan Project'}",100.0,Tube Alloys,Manhattan Project,100.0,Tube Alloys,Manhattan Project,100.0,Development of Substitute Materials,Manhattan Project,100.0,Tube Alloys,Manhattan Project,100.0,Tube Alloys,Manhattan Project,0.0
3955,who plays dr. sloan on kevin saves the world,['Richard Masur'],Kevin (Probably) Saves the World,,None,-1.0,None,None,-1.0,None,None,0.0,Amy,Kevin (Probably) Saves the World,0.0,Cristela Alonzo,Kevin (Probably) Saves the World,100.0,Cristela Alonzo,Kevin (Probably) Saves the World,101.0
3956,who shot first in the shot heard around the world,['Americans acting under orders'],Shot heard round the world,"Gavrilo Princip, the British, Archduke Franz Ferdinand","{'Gavrilo Princip': 'Shot heard round the world', 'the British': 'Shot heard round the world', 'Archduke Franz Ferdinand': 'Shot heard round the world'}",100.0,Gavrilo Princip,Shot heard round the world,100.0,Gavrilo Princip,Shot heard round the world,100.0,Gavrilo Princip,Shot heard round the world,100.0,Gavrilo Princip,Shot heard round the world,100.0,Gavrilo Princip,Shot heard round the world,0.0
3957,what is the area code for phoenix arizona,['602'],List of Arizona area codes,,None,-1.0,None,None,100.0,602,List of Arizona area codes,-1.0,None,None,-1.0,None,None,0.0,telephone,List of Arizona area codes,101.0
3958,who is the owner of the crowne plaza,['InterContinental Hotels Group'],Crowne Plaza,InterContinental Hotels Group,{'InterContinental Hotels Group': 'Crowne Plaza'},0.0,Holiday Inn,Crowne Plaza,100.0,Holiday Inn,Crowne Plaza,100.0,Holiday Inn,Crowne Plaza,100.0,Holiday Inn,Crowne Plaza,100.0,Holiday Inn,Crowne Plaza,100.0
3959,who has hit a double century in the ranji trophy for jharkhand in 2016,['Jaydev Shah'],2016–17 Ranji Trophy Group B,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Odisha,2016–17 Ranji Trophy Group B,1.0
3960,what is the meaning of lord shiva lingam,['reminds of the Omnipotent Lord'],Lingam,"creative and destructive power, God beyond all forms and qualities, a symbol for the worship","{'creative and destructive power': 'Lingam', 'God beyond all forms and qualities': 'Lingam', 'a symbol for the worship': 'Lingam'}",16.666666666666668,that which lies beyond physical creation,Lingam,60.0,worship of the living lingam,Lingam,87.5,a mark that reminds of the Omnipotent Lord,Lingam,28.57142857142857,unequivocally designating the sexual organ of Shiva,Lingam,60.0,a symbol of the productive and creative principle of nature,Lingam,70.83333333333333
3961,what are the 5 pillars of faith of islam,['life'],Five Pillars of Islam,"profession of faith, Shahadah, practices or secondry principles","{'profession of faith': 'Five Pillars of Islam', 'Shahadah': 'Five Pillars of Islam', 'practices or secondry principles': 'Five Pillars of Islam'}",0.0,Shahada,Five Pillars of Islam,12.500000000000004,"five basic acts in Islam, considered mandatory by believers and are the foundation of Muslim life",Five Pillars of Islam,100.0,"five basic acts in Islam, considered mandatory by believers and are the foundation of Muslim life",Five Pillars of Islam,16.666666666666668,Usul al-Din and ten Furu al-Din,Five Pillars of Islam,21.73913043478261,"Muslim creed, prayer, charity to the poor, fasting on the month of Ramadan, and the pilgrimage to Mecca for those who are able",Five Pillars of Islam,100.0
