,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
4160,who win road march in trinidad and tobago,['Machel Montano'],Carnival Road March,0.0,Mighty Sparrow and Super Blue,Carnival Road March,0.0,"St. Lucia.
Invader has won the Road March in St. Lucia seven times. In a period from 1970-1972 and again from 1974-1976, Road March winners were imported from Trinidad and Tobago.
Saint Thomas, US Virgin Islands.
The Jam Band",Carnival Road March,40.0,Mighty Sparrow and Machel Montano,Carnival Road March,0.0,Calypso Rose,Carnival Road March,0.0,local Trinidad &amp; Tobago artistes,Carnival Road March,0.0,Calypso Rose,Carnival Road March,40.0
4161,how many hoops are used in a game of croquet,"['six', 'eight']",Croquet,0.0,hoops embedded into the grass playing arena,Croquet,100.0,six,Croquet,100.0,six,Croquet,100.0,six,Croquet,100.0,six,Croquet,100.0,six,Croquet,100.0
4162,what does it mean on tinder common connections,['Common Connections allows users to see whether they share a mutual Facebook friend with a match ( a first degree connection on Tinder ) or when a user and their match have two separate friends who happen to be friends with each other ( considered second degree on Tinder )'],Tinder (app),5.431000646210275,"Tinderbox helps you share ideas through Web journals and web logs.""
It also offers much of the functionality of outliner and spatial hypertext/mindmapper tools, in addition to knowledge management, database and agent(persistent search) tools",Tinderbox (application software),27.976359165683196,"Tinder offers a way to introduce the user to nearby people of interest. Using Facebook profiles, Tinder gathers users' basic information and analyzes users' social graph to match potential candidates who are most likely to be compatible based on geographical location, number of mutual friends and common interests",Tinder (application),1.0918040998681153,Tinder is used widely throughout the world and is available in about 30 languages,Tinder (app),1.0918040998681153,Tinder is used widely throughout the world and is available in over 40 languages,Tinder (app),4.414553294057309,"It also offers functionality similar to that of outliner and spatial hypertext/mind mapping tools, in addition to knowledge management, database and agent (persistent search) tools",Tinderbox (application software),4.414553294057309,"It also offers functionality similar to that of outliner and spatial hypertext/mind mapping tools, in addition to knowledge management, database and agent (persistent search) tools",Tinderbox (application software),26.88455506581508
4163,who starred in the movie romancing the stone,['Michael Douglas'],Romancing the Stone,14.285714285714285,"Michael Douglas, Kathleen Turner and Danny DeVito",Romancing the Stone,100.0,Michael Douglas,Romancing the Stone,100.0,Michael Douglas,Romancing the Stone,14.285714285714285,"Michael Douglas, Kathleen Turner, and Danny DeVito",Romancing the Stone,100.0,Michael Douglas,Romancing the Stone,0.0,Necromancing the Stone,Necromancing the Stone,100.0
4164,two days after the day after tomorrow south park,['the eighth episode in the ninth season'],Two Days Before the Day After Tomorrow,0.0,The Day After Tomorrow,The Day After Tomorrow (disambiguation),0.0,The Morning After,The Morning After,0.0,The Morning After,The Morning After,0.0,Tomorrow Morning,Tomorrow Morning,0.0,Tomorrow Morning,Tomorrow Morning,0.0,Tomorrow Morning,Tomorrow Morning,0.0
4165,who present the central budget in lok sabha,['the Finance Minister of India'],Union budget of India,77.8800783071405,Finance Minister of India,Union budget of India,66.66666666666666,Finance Minister of India in Parliament,Union budget of India,77.8800783071405,Finance Minister of India,Union budget of India,38.94003915357025,Finance Minister Arun Jaitley,2018 Union budget of India,19.470019576785123,"Finance Minister, Nirmala Sitharaman",2019 Union budget of India,19.470019576785123,"Finance Minister, Nirmala Sitharaman",2019 Union budget of India,58.410058730355374
4166,who founded amazon where is the headquarters of amazon,"['founded by Jeff Bezos', 'Jeff Bezos']",Amazon (company),100.0,Jeff Bezos,Amazon.com,0.0,"Seattle, Washington",Amazon.com,0.0,"Seattle, Washington",Amazon.com,100.0,Jeff Bezos,Amazon (company),100.0,Jeff Bezos,Amazon (company),100.0,Jeff Bezos,Amazon (company),100.0
4167,who is the longest railway station in india,"['Gorakhpur railway station', 'Gorakhpur Junction']",Railway platform,66.66666666666666,Rugby railway station,Bay platform,25.0,The longest railway platforms,Railway platform,20.0,The longest railway platforms are:,Railway platform,0.0,In the United Kingdom and in Australia,Bay platform,33.33333333333333,The world's longest station platform is at Gorakhpur Junction,Railway platform,11.111111111111109,The world's longest station platform is at in India,Railway platform,66.66666666666666
4168,when was the last time mount etna exploded,"['July -- October 2012', '16 March 2017']",Mount Etna,30.326532985631673,March 1669,Mount Etna,0.0,122 BC,Mount Etna,0.0,122 BC,Mount Etna,0.0,122 BC,Mount Etna,0.0,1987,Mount Etna,0.0,122 BC,Mount Etna,30.326532985631673
4169,when did ford change the f150 body style,"['1957', 'the 2009 model year']",Ford F-Series,9.09090909090909,Ford split the F-150 &amp; F-250/350 into two different body styles,Ford F-Series,0.0,1950 to 1954,Ford F-Series first generation,10.000000000000002,the long-running 4.9L inline-6 was replaced by a V6 engine,Ford F-Series,100.0,2009,Ford F-Series,47.76875403825262,1997 model year,Ford F-Series,16.666666666666668,"For the 2018 model year, the Ford F-150 underwent a midcycle redesign",Ford F-Series,100.0
4170,an open-source clone of unix created in the early 1990s,"['Linux', 'GNU / Linux']",History of Linux,0.0,Hurd,History of Linux,0.0,Debian GNU/Linux,History of Linux,50.0,GNU Hurd,History of Linux,100.0,Linux,History of Linux,50.0,GNU Hurd,History of Linux,50.0,GNU Hurd,History of Linux,100.0
4171,who played the little boy in polar express,"['Daryl Sabara', 'Dante Pastula']",The Polar Express (film),0.0,Tom Hanks,The Polar Express (film),0.0,Tom Hanks,The Polar Express (film),0.0,Tom Hanks,The Polar Express (film),0.0,Tom Hanks,The Polar Express (film),0.0,Tom Hanks,The Polar Express (film),0.0,Tom Hanks,The Polar Express (film),0.0
4172,who played the elephant man in the film,['John Hurt'],The Elephant Man (film),100.0,John Hurt,The Elephant Man (film),100.0,John Hurt,The Elephant Man (film),100.0,John Hurt,The Elephant Man (film),100.0,John Hurt,The Elephant Man (film),100.0,John Hurt,The Elephant Man (film),100.0,John Hurt,The Elephant Man (film),0.0
4173,who plays the mom on the tv show mom,"['Allison Janney', 'Anna Faris']",Mom (TV series),0.0,Suzanne Somers,Serial Mom,80.0,Anna Faris and Allison Janney,Mom (TV series),100.0,Allison Janney,Mom (season 1),100.0,Allison Janney,Mom (TV series),100.0,Allison Janney,Mom (TV series),100.0,Allison Janney,Mom (TV series),100.0
4174,where are the first nations located in canada,"['south of the Arctic', 'spread across Canada , roughly half of which are in the provinces of Ontario and British Columbia']",First Nations,36.787944117144235,British Columbia,List of First Nations peoples,73.51414805916845,roughly half of which are in the provinces of Ontario and British Columbia,First Nations,73.51414805916845,roughly half of which are in the provinces of Ontario and British Columbia,First Nations,40.35588735026947,First Nations () are the predominant Indigenous peoples in Canada south of the Arctic,First Nations,80.0,south of the Arctic Circle,First Nations,75.0,British Columbia and Saskatchewan,First Nations,43.212055882855765
4175,what is the origin of the name robinson,['English language patronymic surname'],Robinson (name),0.0,"son of Robin"".",Robinson (name),0.0,"James Robinson, Jim Robinson",James Robinson,0.0,"James Robinson, Jim Robinson",James Robinson,0.0,Edward Robinson,Edward Robinson,0.0,Edward Robinson,Edward Robinson,0.0,Edward Robinson,Edward Robinson,0.0
4176,who was the guy who died in glee,['Cory Allan Michael Monteith'],Cory Monteith,0.0,Marty Preston,Jason Dolley,18.393972058572118,Cory Schluter,Isaac Durnford,18.393972058572118,Cory Schluter,Isaac Durnford,18.393972058572118,Cory Schluter,Isaac Durnford,0.0,Billy crudup,Billy Crudup,18.393972058572118,Cory Schluter,Isaac Durnford,18.393972058572118
4177,who played little ricky on i love lucy show,['Keith Thibodeaux'],Richard Keith (actor),0.0,Jesse McCartney,Keith (film),0.0,Roger Sloman,Roger Sloman,0.0,Richard O'Brien,Richard O'Brien (disambiguation),0.0,John Benfield,John Benfield,0.0,Mark Richard Durden-Smith,Richard Durden,0.0,Mark Richard Durden-Smith,Richard Durden,0.0
4178,where does the show the path take place,['Upstate New York'],The Path (TV series),0.0,adapted into a radio series by BBC Radio 4 and later into a television sitcom by Granada TV for ITV,Up the Garden Path,0.0,The TV series has been repeated on the UK digital channel ITV3,Up the Garden Path,0.0,The show portrays members of a fictional religion known as Meyerism,The Path (TV series),0.0,The show portrays members of a fictional religion known as Meyerism,The Path (TV series),22.22222222222222,"Haven Studios NY, located in Mount Vernon, New York",The Path (TV series),22.22222222222222,"Haven Studios NY, located in Mount Vernon, New York",The Path (TV series),22.22222222222222
4179,when was clash royale released in the us,"['March 2 , 2016']",Clash Royale,0.0,Minnesota,The Battle Royale,0.0,the Napoleonic era,Clash of Arms,47.76875403825262,"March 2, 2016",Clash Royale,47.76875403825262,"March 2, 2016",Clash Royale,47.76875403825262,"March 2, 2016",Clash Royale,47.76875403825262,"March 2, 2016",Clash Royale,47.76875403825262
4180,german word for pleasure from someone else's pain,['Schadenfreude'],Schadenfreude,100.0,Schadenfreude,Schadenfreude,0.0,"painter Johann Veraguth, who lives on his estate, Rosshalde.",Rosshalde,0.0,"painter Johann Veraguth, who lives on his estate, Rosshalde.",Rosshalde,0.0,"Pierre is the only thing which links Johann and Adele, and when he becomes very ill, the couple becomes somewhat closer.",Rosshalde,0.0,Sadism,Schadenfreude,100.0,Schadenfreude,Schadenfreude,100.0
4181,who scored the most points in a game nba history,['Wilt Chamberlain'],List of National Basketball Association single-game scoring leaders,0.0,Kobe Bryant,List of National Basketball Association players with 60 or more points in a game,100.0,Wilt Chamberlain,List of National Basketball Association season scoring leaders,100.0,Wilt Chamberlain,List of National Basketball Association annual scoring leaders,100.0,Wilt Chamberlain,List of National Basketball Association annual scoring leaders,7.999999999999999,"Wilt Chamberlain (32 times), Kobe Bryant (6 times), Michael Jordan (5 times), Elgin Baylor (4 times), James Harden (4 times), and Damian Lillard (3 times).",List of National Basketball Association single-game scoring leaders,7.999999999999999,"Wilt Chamberlain (32 times), Kobe Bryant (6 times), Michael Jordan (5 times), Elgin Baylor (4 times), James Harden (4 times), and Damian Lillard (3 times).",List of National Basketball Association single-game scoring leaders,100.0
4182,when did taylor swift's first album release,"['October 24 , 2006', '2005']",Taylor Swift discography,0.0,1998,Swift discography,0.0,http://www.taylordayne.,Taylor Dayne discography,0.0,http://www.taylordayne.,Taylor Dayne discography,100.0,2005,Taylor Swift discography,0.0,five studio albums,Hurts discography,0.0,Taylor Swift,Taylor Swift discography,100.0
4183,who is the no. 1 ranked tennis player in the world,['Rafael Nadal'],List of ATP number 1 ranked singles tennis players,0.0,Roger Federer,List of ATP number 1 ranked players,0.0,The UK number 1 in men's tennis is the male tennis player representing the United Kingdom who has the highest ATP ranking.,List of UK number 1 men's tennis players,0.0,"The top-ranked player is the player who, over the previous 52 weeks, has garnered the most ATP ranking points",List of ATP number 1 ranked singles players,0.0,Roger Federer,List of ATP number 1 ranked singles tennis players,0.0,Novak Djokovic,List of ATP number 1 ranked singles tennis players,0.0,Novak Djokovic,List of ATP number 1 ranked singles tennis players,0.0
4184,when does the new season on the 100 come out,"['April 24 , 2018']",List of The 100 episodes,0.0,fifth season,100 episodes,0.0,"October 22, 2014",List of The 100 episodes,0.0,"March 11, 2016",List of The 100 episodes,47.76875403825262,"April 24, 2018",List of The 100 episodes,0.0,"March 19, 2014",List of The 100 episodes,0.0,"March 19, 2014",List of The 100 episodes,47.76875403825262
4185,who is dylan's father in bates motel,"['Caleb Calhoun ( portrayed by Kenny Johnson )', ""Norma 's brother , Caleb""]",List of Bates Motel characters,0.0,Norman Bates,Bates Motel,0.0,Max Thieriot,List of Bates Motel episodes,3.797468354430379,"Norman Bates and his mother Norma prior to the events portrayed in the film, albeit in a different fictional town (White Pine Bay, Oregon, as opposed to the film's Fairvale, California) and in a modern setting.
The series begins in Arizona with the death of Norma's husband, killed by Norman during one of his blackouts, after which Norma purchases a motel located in a coastal Oregon town so she and Norman can start a new life. Subsequent seasons follow Norman",Bates Motel (TV series),0.0,Norman's father dies,Bates Motel (TV series),0.0,Max Thieriot,List of Bates Motel episodes,0.0,Norman Bates,Bates Motel (TV series),3.797468354430379
4186,who played mary in christmas with the kranks,['Felicity Huffman'],Christmas with the Kranks,0.0,Julie Gonzalo,Christmas with the Kranks,0.0,Jamie Lee Curtis,Christmas with the Kranks,0.0,Jamie Lee Curtis,Christmas with the Kranks,0.0,Jamie Lee Curtis,Christmas with the Kranks,0.0,Jamie Lee Curtis,Christmas with the Kranks,0.0,Jamie Lee Curtis,Christmas with the Kranks,0.0
4187,where do the hearts of palm come from,"['the inner core and growing bud of certain palm trees ( notably the coconut ( Cocos nucifera ) , palmito juçara ( Euterpe edulis ) , Açaí palm ( Euterpe oleracea ) , sabal ( Sabal spp . ) , pupunha and pejibaye ( Bactris gasipaes ) palms )', 'from the inner core and growing bud of certain palm trees ( notably the coconut ( Cocos nucifera ) , palmito juçara ( Euterpe edulis ) , Açaí palm ( Euterpe oleracea ) , sabal ( Sabal spp . ) , pupunha and pejibaye ( Bactris gasipaes ) palms )', 'the inner core and growing bud of certain palm trees']",Heart of palm,11.156508007421492,given from the heart,Heart in Hand,6.464797857627003,from the heart,Heart in Hand,18.612544500887303,English Oddfellows orders of the mid-18th century,Heart in Hand,18.612544500887303,English Oddfellows orders of the mid-18th century,Heart in Hand,18.612544500887303,English Oddfellows orders of the mid-18th century,Heart in Hand,18.612544500887303,English Oddfellows orders of the mid-18th century,Heart in hand,12.1477466432603
