,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
3210,what was the professors name in back to the future,"[""Emmett Lathrop `` Doc '' Brown"", ""Emmett Lathrop `` Doc '' Brown , Ph. D.""]",Emmett Brown,49.12384518467891,"Dr. Emmett Lathrop ""Doc"" Brown",Emmett Brown,33.33333333333333,"Dr. Emmett Lathrop ""Doc"" Brown, Ph.D.,",Emmett Brown,32.749230123119276,"Emmett Lathrop ""Doc"" Brown, Ph.D.,",Emmett Brown,0.0,"Doc"" Brown, Ph.D.,",Emmett Brown,0.0,"Doc"" Brown, Ph.D.,",Emmett Brown,45.48979947844751,"Emmett Lathrop ""Doc"" Brown",Emmett Brown,49.12384518467891
3211,when did the age of new media began,['the 1980s'],New media,36.787944117144235,1980s,New media,0.0,2008,New media,4.761904761904762,"1980s media relied primarily upon print and analog broadcast models, such as those of television and radio. The last twenty-five years",New media,0.0,2008,New media,36.787944117144235,1980s,New media,36.787944117144235,1980s,New media,36.787944117144235
3212,who sang it going to take a miracle,['The Royalettes'],It's Gonna Take a Miracle,-1.0,None,None,0.0,LaBelle,It's Gonna Take a Miracle,0.0,LaBelle,It's Gonna Take a Miracle,0.0,Deniece Williams,It's Gonna Take a Miracle,-1.0,None,None,0.0,"Teddy Randazzo, Bobby Weinstein, and Lou Stallman",It's Gonna Take a Miracle,1.0
3213,when does law of diminishing returns set in,"[""in all productive processes , adding more of one factor of production , while holding all others constant ( `` ceteris paribus '' ) , will at some point yield lower incremental per - unit returns""]",Diminishing returns,4.93193927883213,"beyond some point, each additional unit of variable input yields less and less additional output",Diminishing returns,46.941284647942204,"adding more of one factor of production, while holding all others constant (""ceteris paribus""), will at some point yield lower incremental per-unit returns",Diminishing returns,46.941284647942204,"adding more of one factor of production, while holding all others constant (""ceteris paribus""), will at some point yield lower incremental per-unit returns",Diminishing returns,46.941284647942204,"adding more of one factor of production, while holding all others constant (""ceteris paribus""), will at some point yield lower incremental per-unit returns",Diminishing returns,2.809931003502659,"The law of diminishing returns does not decrease the ""total"" production",Diminishing returns,10.2188733658734,The law of diminishing returns remains an important consideration in areas of production such as farming and agriculture,Diminishing returns,44.13135364443954
3214,the legend of heroes trails in the sky the 3rd vita,"['July 14 , 2016']",The Legend of Heroes: Trails in the Sky the 3rd,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
3215,where does the us launch space shuttles from,"['Kennedy Space Center ( KSC ) in Florida', 'Florida']",Space Shuttle,0.0,Edwards Air Force Base,Space Shuttle,100.0,Kennedy Space Center,Space Shuttle,100.0,Kennedy Space Center,Space Shuttle,100.0,Kennedy Space Center,Space Shuttle,100.0,Kennedy Space Center,Space Shuttle,100.0,Kennedy Space Center,Space Shuttle,100.0
3216,when did little house on the praire air,"['September 11 , 1974 ( 1974 - 09 - 11 ) -- March 21 , 1983']",Little House on the Prairie (TV series),11.847987712695618,"September 11, 1974, to March 21, 1983",Little House on the Prairie (TV series),0.8749152491293978,"March 30, 1974",Little House on the Prairie (TV series),0.8749152491293978,"September 11, 1974",Little House on the Prairie (TV series),0.0,season nine,Little House on the Prairie (TV series),0.8749152491293978,"March 30, 1974",Little House on the Prairie (TV series),5.488116360940265,"September 11, 1974, and last aired on May 10, 1982",Little House on the Prairie (TV series),11.847987712695618
3217,where did the peanut butter jelly time song come from,"['The Buckwheat Boyz', 'Buckwheat Boyz']",Buckwheat Boyz,100.0,The Buckwheat Boyz,Buckwheat Boyz,0.0,Internet superhit after a flash music video featuring an animated dancing banana was created,Buckwheat Boyz,0.0,Internet,Buckwheat Boyz,0.0,Internet,Buckwheat Boyz,100.0,The Buckwheat Boyz,Buckwheat Boyz,100.0,The Buckwheat Boyz,Buckwheat Boyz,100.0
3218,who was the drummer with the travelling wilburys,['Jim Keltner'],Jim Keltner,100.0,Jim Keltner,Jim Keltner,36.787944117144235,Keltner,Jim Keltner,100.0,Jim Keltner,Jim Keltner,36.787944117144235,Keltner,Jim Keltner,36.787944117144235,Keltner,Jim Keltner,36.787944117144235,Keltner,Jim Keltner,63.212055882855765
3219,what was the actual year that the movie regarding the titans took place,['1971'],Remember the Titans,100.0,1971,Remember the Titans,100.0,1971,Remember the Titans,100.0,1971,Remember the Titans,0.0,2007,Remember the Titans,0.0,2007,Remember the Titans,0.0,2000,Remember the Titans,100.0
3220,when was the cleveland browns last winning game,['2016'],List of Cleveland Browns seasons,-1.0,None,None,0.0,1949,List of Cleveland Browns seasons,0.0,1949,List of Cleveland Browns seasons,0.0,1949,List of Cleveland Browns seasons,0.0,1949,List of Cleveland Browns seasons,0.0,1949,List of Cleveland Browns seasons,1.0
3221,when does new model year start for cars,['the fourth quarter of the preceding year'],Model year,70.5401437408845,third quarter of the preceding year,Model year,84.64817248906141,fourth quarter of the preceding year,Model year,84.64817248906141,fourth quarter of the preceding year,Model year,84.64817248906141,fourth quarter of the preceding year,Model year,0.0,August to September,Model year,42.857142857142854,January 1 of the previous calendar year,Model year,84.64817248906141
3222,what is the purpose of a website kick starter,"['global crowdfunding platform focused on creativity and merchandising', 'crowdfunding platforms for gathering money from the public , which circumvents traditional avenues of investment']",Kickstarter,-1.0,None,None,19.786244288317878,educates the public about the project goals and encourages contributions to the community,Kickstarter,22.22222222222222,to create value for the people who support you,Kickstarter,25.0,trying to create value for the people who,Kickstarter,25.0,create value for the people who support you,Kickstarter,54.88116360940264,gathering money from the public,Kickstarter,55.88116360940264
3223,who is the first indian climber of mount everest,['Bachendri Pal'],List of Mount Everest records of India,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,twins,List of Mount Everest records of India,0.0,Indian nationals have achieved.,List of Mount Everest records of India,0.0,Manish kashniyal,List of Mount Everest records of India,1.0
3224,how many games does a team have to win for the world series,['best - of - seven'],World Series,0.0,4,World Series,1.8315638888734178,seven,World Series,0.0,27,World Series,0.0,7,World Series,0.0,7,World Series,0.0,7,World Series,1.8315638888734178
3225,what does a yellow 35 mph sign mean,"['advisory speed limits', 'advisory speed signs are classified as warning signs , not regulatory signs']",Advisory speed limit,7.581633246407919,reduce speed along short stretches of dangerous road,Advisory speed limit,15.922918012750872,Exceeding the advised speed is not a criminal offense,Advisory speed limit,15.922918012750872,Exceeding the advised speed is not a criminal offense,Advisory speed limit,15.922918012750872,Exceeding the advised speed is not a criminal offense,Advisory speed limit,15.163266492815836,no traffic signs posting a lower speed limit,Advisory speed limit,15.163266492815836,no traffic signs posting a lower speed limit,Advisory speed limit,8.341284766342952
3226,who is the robot in lost in space 2018,['Brian Steele'],Lost in Space (2018 TV series),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,The Robot,Lost in Space (2018 TV series),0.0,Robinsons,Lost in Space (2018 TV series),0.0,Robinsons,Lost in Space (2018 TV series),1.0
3227,how long is a prime minister term in uk,"[""At Her Majesty 's pleasure""]",Prime Minister of the United Kingdom,0.0,"until either they resign, are dismissed (in reality something not likely to happen except in exceptional circumstances) or die",Prime Minister of the United Kingdom,0.0,three hundred years,Prime Minister of the United Kingdom,0.0,17 years until 1801,Prime Minister of the United Kingdom,0.0,three hundred years,Prime Minister of the United Kingdom,0.0,six weeks,Prime Minister of the United Kingdom,0.0,three hundred years,Prime Minister of the United Kingdom,0.0
3228,when was the letter j introduced to the alphabet,"['1524', 'in Middle High German']",J,0.0,it was the last of the 26 letters to be added,J,0.0,June 2014,J,0.0,June 2014,J,0.0,June 2014,J,0.0,June 2014,J,0.0,June 2014,J,0.0
3229,what is money as a medium of exchange,"['a tradeable entity used to avoid the inconveniences of a pure barter system', 'fiat money']",Medium of exchange,30.318287930006566,a form of money widely accepted to buy any other good,Medium of exchange,33.33333333333333,measure of value',Medium of exchange,15.384615384615385,marked for more units than it is worth as a store of value,Medium of exchange,14.285714285714285,"A medium is just that, a medium",Medium of exchange,50.0,the store of value,Medium of exchange,50.0,commodity money,Medium of exchange,35.714285714285715
3230,where do you kick a field goal from,['17 yards ( 7 yards in Canadian football ) longer than the distance of the line of scrimmage to the goal line'],Field goal range,-1.0,None,None,2.6698615968260855,behind the line of scrimmage,Field goal range,2.6698615968260855,behind the line of scrimmage,Field goal range,0.0592034515244793,27 yards out,Field goal range,0.0592034515244793,27 yards out,Field goal range,0.0592034515244793,27 yards out,Field goal range,3.6698615968260855
3231,when was the last time the boston red sox pitched a no-hitter,"['May 19 , 2008']",List of Boston Red Sox no-hitters,-1.0,None,None,47.76875403825262,"May 19, 2008",List of Boston Red Sox no-hitters,-1.0,None,None,47.76875403825262,"May 19, 2008",List of Boston Red Sox no-hitters,47.76875403825262,"May 19, 2008",List of Boston Red Sox no-hitters,47.76875403825262,"May 19, 2008",List of Boston Red Sox no-hitters,48.76875403825262
3232,how many levels are there on the eiffel tower,['three'],Eiffel Tower,0.0,81,Eiffel Tower,100.0,three,Eiffel Tower,100.0,three,Eiffel Tower,100.0,three,Eiffel Tower,100.0,three,Eiffel Tower,100.0,three,Eiffel Tower,100.0
3233,where are the four disney theme parks located,"['in Lake Buena Vista , Florida']",Walt Disney Parks and Resorts,12.262648039048077,"ena Vista, Florida",Walt Disney Parks and Resorts,45.48979947844751,"Lake Buena Vista, Florida",Walt Disney Parks and Resorts,0.0,Disney World,Walt Disney Parks and Resorts,0.0,Disney World,Walt Disney Parks and Resorts,-1.0,None,None,-1.0,None,None,46.48979947844751
3234,when will fairy tail final season be released,['2018'],List of Fairy Tail episodes,-1.0,None,None,0.0,"April 5, 2014",List of Fairy Tail episodes,0.0,"March 26, 2016",List of Fairy Tail episodes,100.0,2018,List of Fairy Tail episodes,-1.0,None,None,33.33333333333333,"October 7, 2018",List of Fairy Tail episodes,101.0
3235,when did somewhere over the rainbow come out,['1939'],Over the Rainbow,0.0,blue birds,Over the Rainbow,0.0,23 May 2010,Over the Rainbow,100.0,1939,Over the Rainbow,0.0,23 May 2010,Over the Rainbow,0.0,"May 23, 2010",Over the Rainbow,0.0,July 2021,Over the Rainbow,100.0
3236,which layer of the osi model handles physical addressing,['physical layer or layer 1'],Physical layer,33.33333333333333,The physical layer is level one,Physical layer,34.227807935506135,the physical layer,Physical layer,34.227807935506135,the physical layer,Physical layer,34.227807935506135,the physical layer,Physical layer,34.227807935506135,the physical layer,Physical layer,34.227807935506135,the physical layer,Physical layer,0.8944746021728065
3237,when does season 7 game of thrones dvd release,"['December 12 , 2017']",Game of Thrones (season 7),-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"December 12, 2017",Game of Thrones (season 7),23.88437701912631,"July 16, 2017",Game of Thrones (season 7),23.88437701912631,"July 16, 2017",Game of Thrones (season 7),48.76875403825262
3238,when did hootie and the blowfish come out,"['1986', 'March 4 , 2003', '2003']",Hootie & the Blowfish,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
3239,what is the dogs name in wizard of oz,['Toto'],Toto (Oz),-1.0,None,None,100.0,Toto,Toto (Oz),100.0,Toto,Toto (Oz),100.0,Toto,Toto (Oz),100.0,Toto,Toto (Oz),100.0,Toto,Toto (Oz),101.0
3240,third president of the united states of america,['Thomas Jefferson'],Thomas Jefferson,100.0,Thomas Jefferson,Thomas Jefferson,100.0,Thomas Jefferson,Thomas Jefferson,50.0,President Jefferson,Thomas Jefferson,100.0,Thomas Jefferson,Thomas Jefferson,100.0,Thomas Jefferson,Thomas Jefferson,100.0,Thomas Jefferson,Thomas Jefferson,50.0
3241,what's the medal count for canada in the olympics,"['501', '302']",Canada at the Olympics,0.0,third largest,Canada at the Olympics,0.0,Gold medal,Canada at the Olympics,0.0,six,Canada at the Olympics,0.0,four,Canada at the Olympics,0.0,four,Canada at the Olympics,0.0,two Summer and four Winter medals,Canada at the Olympics,0.0
3242,when was the last easter fell on april 1,['2018'],List of dates for Easter,-1.0,None,None,0.0,2038,List of dates for Easter,0.0,1913,List of dates for Easter,0.0,2011,List of dates for Easter,0.0,May 8,List of dates for Easter,0.0,April 25,List of dates for Easter,1.0
