,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,max - min
988,who claimed land in south america for portugal,['John II of Portugal'],Treaty of Tordesillas,40.0,King Manuel I of Portugal,Portuguese Empire,0.0,Pedro Álvares Cabral,Portugal,25.0,The State of Brazil,Colonial Brazil,50.0,Philip II of Spain,Portugal,50.0
989,how many episodes of greys anatomy season 14,"['21', '24', '24 episodes']",Grey's Anatomy (season 14),0.0,25,17 Seconds,100.0,24,Grey's Anatomy (season 11),100.0,24,Grey's Anatomy (season 9),100.0,24,Grey's Anatomy (season 9),100.0
990,who won the workd series of poker 2017,['Scott Blumstein'],List of World Series of Poker Main Event champions,0.0,Rutter,Jeopardy! Million Dollar Masters,0.0,Vince Spadea,Palisades Tennis Center,0.0,Leeza Gibbons,The Apprentice (U.S. season 14),0.0,Shaun Murphy,2017 Champion of Champions,0.0
991,who penned the famous indian epic the ramayana,"['traditionally ascribed to the Hindu sage Valmiki ,', 'the Hindu sage Valmiki', 'traditionally ascribed to the Hindu sage Valmiki', 'Valmiki']",Ramayana,100.0,Valmiki,Ramayana,100.0,Valmiki,Valmiki,100.0,Valmiki,Ramayana,100.0,Valmiki,Tulsidas,0.0
992,who plays frankie’s sister teddy on grace and frankie,['Talia Shire'],Grace and Frankie,0.0,Josie Davis,Grace Turner,0.0,Jane Fonda,Grace and Frankie,0.0,Lily Tomlin,List of Grace and Frankie episodes,0.0,RuPaul,Grace and Frankie,0.0
993,who has the most receiving yards in the nfl history,['Jerry Rice'],List of National Football League career receiving yards leaders,0.0,Bill Stromberg,Bill Stromberg,0.0,"all players who have amassed at least 9,000",List of National Football League receiving yards leaders,0.0,Len Dawson,List of National Football League season passing touchdowns leaders,100.0,Jerry Rice,List of National Football League career receiving yards leaders,100.0
994,what type of government is in north america,"['federal republic', 'Federal presidential constitutional republic']",United States,0.0,3 branch elected government,Presidential system,0.0,self-governing,Monarchies in the Americas,5.88235294117647,self-governing states and territories that have a monarch as head of state). Each is a constitutional monarchy,Monarchies in the Americas,100.0,constitutional republic,Government,100.0
995,who won the most mvp awards in the nba,['Kareem Abdul - Jabbar'],NBA Most Valuable Player Award,0.0,Kevin Martin and Monta Ellis,NBA Most Improved Player Award,0.0,Goran Dragić,NBA Most Improved Player Award,18.393972058572118,Kareem Abdul-Jabbar,NBA Most Valuable Player Award,0.0,Damian Lillard,Magic Johnson Award,18.393972058572118
996,who is the largest supermarket chain in the uk,"['Aldi', 'Tesco']",List of supermarket chains in the United Kingdom,100.0,Tesco,Tesco,100.0,Tesco,Sainsbury's,100.0,Tesco,Tesco,100.0,Tesco,Sainsbury's,0.0
997,when did scotland last qualify for world cup,['1998'],Scotland at the FIFA World Cup,0.0,1984,Scotland national football team,33.33333333333333,1998 World Cup,History of the Scotland national football team,33.33333333333333,1998 World Cup,History of the Scotland national football team,33.33333333333333,1998 World Cup,History of the Scotland national football team,33.33333333333333
998,when was how deep is your love released,"['1977', 'September 1977']",How Deep Is Your Love (Bee Gees song),100.0,1977,How Deep Is Your Love,100.0,September,How Deep Is Your Love,100.0,September,How Deep Is Your Love (Bee Gees song),100.0,September 1977,How Deep Is Your Love (Bee Gees song),0.0
999,where was the last world cup held and who won,"['Estádio do Maracanã', 'hosted by Brazil in 2014 , was won by Germany', 'hosted by Brazil']",List of FIFA World Cup finals,30.326532985631673,West Germany,1974 FIFA World Cup,40.0,Germany won over South Africa,2006 FIFA World Cup,30.326532985631673,West Germany,1974 FIFA World Cup,40.0,Germany won over South Africa,2006 FIFA World Cup,9.673467014368327
1000,who carried the usa flag in opening ceremony,['Erin Hamlin'],List of flag bearers for the United States at the Olympics,0.0,President Dwight D. Eisenhower,Flag of the United States Navy,0.0,Rolf Monsen,List of flag bearers for the United States at the Olympics,0.0,Matthew Halpin,List of flag bearers for the United States at the Olympics,0.0,Anderson,Fort Sumter Flag,0.0
1001,the golden age of india took place during the rule of the,"['Sri - Gupta', 'Gupta Empire', 'the Guptas']",Gupta Empire,100.0,Gupta Empire,Middle kingdoms of India,100.0,Gupta Empire,Middle kingdoms of India,100.0,Gupta Empire,History of India,100.0,the Guptas,Gupta Empire,0.0
1002,who won the mens curling in the olympics 2018,['United States'],Curling at the 2018 Winter Olympics – Men's tournament,8.333333333333332,"Canada has dominated both the men's and women's championships since their inception, although Switzerland, Sweden, Denmark, West Germany, Scotland, the United States and Norway",World Curling Championships,0.0,Team North America,2014 Continental Cup of Curling,0.0,Team North America,2014 Continental Cup of Curling,0.0,David Gleirscher,Luge at the 2018 Winter Olympics – Men's singles,8.333333333333332
1003,the type of display that google glass presents to its users is called what,"['optical head - mounted display', 'a liquid crystal on silicon ( LCoS ) ( based on an LCoS chip from Himax ) , field - sequential color system , LED illuminated display', 'head - up display', 'Prism projector', '640 × 360 Himax HX7309 LCoS display']",Google Glass,50.0,3D display,3D display,66.66666666666666,optical head-mounted display,Google Glass,66.66666666666666,optical head-mounted display,Google Glass,50.0,optical head-mounted,Google Glass,16.666666666666657
1004,who is the current cruiserweight champion in wwe,"['Cedric Alexander', 'Cedric Alexander ,']",List of current champions in WWE,0.0,Deniss Sensation,NCW Cruiserweight Championship,0.0,El Hijo del Fantasma,AAA World Cruiserweight Championship,0.0,Pete Dunne,RPW British Cruiserweight Championship,0.0,Kurtis Chapman,RPW British Cruiserweight Championship,0.0
1005,who issued ashwamedha coins after performing ashvamedha sacrifice,['Samudragupta'],Ashvamedha,5.000000000000001,"Samudragupta I (d. 380), the father of Chandragupta II. Special coins were minted to commemorate the Ashvamedha and the king",Ashvamedha,5.000000000000001,"Samudragupta I (died 380), the father of Chandragupta II. Special coins were minted to commemorate the Ashvamedha and the king",Ashvamedha,0.0,Brahmin Dona,Relics associated with Buddha,0.0,Mircea Eliade,Ashvamedha,5.000000000000001
1006,what is the population of st petersburg fl,"['257,083', 'As of the 2015 census estimate , the population was 257,083', '260,999']","St. Petersburg, Florida",0.0,4.6 million,Saint Petersburg,0.0,"249,688","St. Petersburg, Florida",0.0,"253,693","St. Petersburg, Florida",100.0,"257,083","St. Petersburg, Florida",100.0
1007,who played ice queen in chronicles of narnia,"['Tilda Swinton', 'Laura Brent']",List of Chronicles of Narnia cast members,0.0,Anna Katherine Popplewell,Anna Popplewell,100.0,Laura Brent,Laura Brent,100.0,Laura Brent,Laura Brent,100.0,Laura Brent,Laura Brent,100.0
1008,when was the last time michigan basketball won the championship,['1989'],Michigan Wolverines men's basketball,0.0,2000,Michigan State Spartans,0.0,1988–,List of Michigan Wolverines men's basketball seasons,0.0,1988–,List of Michigan Wolverines men's basketball seasons,0.0,2000,Michigan State Spartans men's basketball,0.0
1009,who was the oldest man elected president of usa,"['Ronald Reagan', 'Donald Trump']",List of presidents of the United States by age,100.0,Ronald Reagan,Oldest living United States president,100.0,Ronald Reagan,List of Presidents of the United States by age,100.0,Ronald Reagan,List of Presidents of the United States by age,100.0,Donald Trump,List of Presidents of the United States,0.0
1010,who won the 7 man elimination chamber match,['Roman Reigns'],Elimination Chamber (2018),0.0,Marco Ruas,UFC 7,0.0,Matt Cross,Bloodymania 7,0.0,Matt Cross,Bloodymania 7,0.0,Bray Wyatt,Elimination Chamber (2017),0.0
1011,where is the new football stadium in atlanta,"[""a large parking lot in Atlanta 's Vine City neighborhood , which is less than a mile north of the Georgia Dome 's current location"", ""33 ° 45 ′ 18 '' N 84 ° 24 ′ 04 '' W \ufeff / \ufeff 33.755 ° N 84.401 ° W"", 'Mercedes - Benz Stadium']",Mercedes-Benz Stadium,60.0,just north of the Breezeway,FAU football stadium,71.65313105737893,Vine City neighborhood,New Atlanta Stadium,66.66666666666666,just south of the Georgia Dome,Georgia Dome,47.76875403825262,Georgia State Stadium,Georgia State Stadium,23.884377019126312
1012,where was gunsmoke to the last man filmed,"['Tucson , Arizona']",Gunsmoke: To the Last Man,30.326532985631673,"Tombstone, Arizona",Frontierland Shootin' Arcade,30.326532985631673,"Tombstone, Arizona",Frontierland Shootin' Arcade,6.25,two ranches - one in Northern California and the other in a remote part of Arizona,To the Last Man (2008 film),6.25,two ranches - one in Northern California and the other in a remote part of Arizona,To the Last Man (2008 film),24.076532985631673
1013,when did colour tv come out in uk,"['1967 / 1969 / 1976', 'July 1 , 1967', '1967']",Timeline of the introduction of color television in countries,100.0,1969,405 line,100.0,1967,1970s in television,100.0,1967,1970s in television,100.0,1967,1970s in television,0.0
1014,who wrote the music phantom of the opera,['Andrew Lloyd Webber'],The Phantom of the Opera (1986 musical),16.666666666666668,"Andrew Lloyd Webber, based on the novel by French novelist Gaston Leroux",The Phantom of the Opera (1986 musical),100.0,Andrew Lloyd Webber,The Phantom of the Opera (1986 musical),100.0,Andrew Lloyd Webber,Phantom (musical),100.0,Andrew Lloyd Webber,The Phantom of the Opera (1986 musical),83.33333333333333
1015,what is cost of first class mail stamp,"['49 cents', '. 49', '47 cents']",History of United States postage rates,50.0,ten cents,Non-denominated postage,0.0,one penny,Postage stamp,100.0,49 cents,Postage stamps and postal history of the United States,100.0,49 cents,Postage stamps and postal history of the United States,100.0
1016,hyori bed and breakfast season 2 air date,"['February 4 , 2018']",Hyori's Homestay,18.393972058572118,November 4,Happy Sunday,23.88437701912631,4 March 2012,List of 2 Days &amp; 1 Night episodes,23.88437701912631,4 March 2012,List of 2 Days &amp; 1 Night episodes,47.76875403825262,"February 28, 2018",Queen of Mystery 2,29.3747819796805
1017,when did this season of american idol start,"['March 11 , 2018']",American Idol,0.0,2006,America's Got Talent,0.0,"December 12, 2011",American Idol (season 11),0.0,"December 12, 2011",American Idol (season 11),0.0,"December 12, 2011",American Idol (season 11),0.0
1018,who won the most on who wants to be a millionaire,"['Kevin Olmstead', 'David Goodman']",List of Who Wants to Be a Millionaire? top prize winners,100.0,Kevin Olmstead,David Legler,100.0,Kevin Olmstead,Who Wants to Be a Millionaire (U.S. game show),100.0,Kevin Olmstead,Who Wants to Be a Millionaire (U.S. game show),50.0,David Paterson,Who Wants to Be a Millionaire? (South African game show),50.0
1019,who won the battle of britain in ww2,"['the United Kingdom', 'Britain', 'British']",Battle of Britain,50.0,the Axis,Battle of France,0.0,Josef František,Battle of Britain,0.0,Field Marshal Montgomery,North-West Europe Campaign of 1944–1945,50.0,the Germans,Battle of Britain Day,50.0
1020,how many episodes of season 5 of curse of oak island,['18'],The Curse of Oak Island,0.0,89,List of Everwood episodes,0.0,17,Alias (season 5),0.0,17,Alias (season 5),0.0,22,The Blacklist (season 5),0.0
1021,who won the fountain of youth stakes at gulfstream park,['Gunnevera'],Fountain of Youth Stakes,0.0,Roses in May,Roses in May,0.0,Flashback,Goldencents,0.0,Flashback,Goldencents,0.0,Shady Heights,Shady Heights,0.0
1022,who sang last night on saturday night live,['Childish Gambino'],List of Saturday Night Live episodes,0.0,Keyshia Cole,Last Night (Diddy song),0.0,Ariana Grande,Saturday Night Live (season 40),0.0,Katy Perry,Last Friday Night (T.G.I.F.),0.0,Miley Cyrus,Saturday Night Live (season 41),0.0
1023,who owns the delano hotel in las vegas,['MGM Resorts International'],Delano Las Vegas,33.33333333333333,Eldorado Resorts L.L.C.,Eldorado Reno,100.0,MGM Resorts International,Bellagio (resort),100.0,MGM Resorts International,Bellagio (resort),100.0,MGM Resorts International,Mandalay Bay,66.66666666666667
1024,who has the most followers on the instagram,"['Selena Gomez', ""Instagram 's own account""]",List of most-followed Instagram accounts,0.0,iPod,Facebook,0.0,Justin Bieber,Instagram,0.0,Justin Bieber,List of Billboard Social 50 number-one artists,100.0,Selena Gomez,List of most-followed Instagram accounts,100.0
1025,when will miraculous season 2 episode 11 be released,"['30 March 2018', '27 October 2017']",List of Miraculous: Tales of Ladybug & Cat Noir episodes,0.0,April 22 2005,Miracle Planet,33.33333333333333,3 October 2014,The Legend of Korra (season 4),0.0,"September 11, 2015",Continuum (season 4),33.33333333333333,4 February 2018,The New Legends of Monkey,33.33333333333333
1026,when did drop it like it's hot release,"['September 12 , 2004']",Drop It Like It's Hot,4.978706836786395,2004,Drop It Like It's Hot,23.88437701912631,"December 11, 2004",Drop It Like It's Hot,23.88437701912631,"October 2, 2004",Drop It Like It's Hot,23.88437701912631,"October 2, 2004",Drop It Like It's Hot,18.905670182339914
1027,most polluted city in the world according to world health organization,['Zabol'],List of most polluted cities by particulate matter concentration,0.0,Port Moresby,World's Most Livable Cities,0.0,1992,Air pollution in Mexico City,0.0,1992,Air pollution in Mexico City,0.0,1992,Air pollution in Mexico City,0.0
1028,who won the award for best goalkeeper in football world cup 2006,['Gianluigi Buffon'],2006 FIFA World Cup,0.0,Jean-Jacques Tizié,2006 FIFA World Cup controversies,100.0,Gianluigi Buffon,2006 FIFA World Cup statistics,100.0,Gianluigi Buffon,2006 FIFA World Cup statistics,100.0,Gianluigi Buffon,Ballon d'Or 2006,100.0
1029,which horse and jockey won the melbourne cup in 2002,['Media Puzzle'],2002 Melbourne Cup,100.0,Media Puzzle,Melbourne Cup,0.0,Chagemar,Darren Gauci,0.0,Chagemar,Darren Gauci,0.0,Central Express,Lee Freedman,100.0
1030,when did last podcast on the left start,['2011'],The Last Podcast on the Left,0.0,"March 31, 2005",Unfiltered,0.0,"March 31, 2005",Unfiltered,0.0,Oct. 2012,No Agenda,33.33333333333333,"May 4, 2011",SIRIUS Left,33.33333333333333
1031,what is the rank of pakistan in population,['5'],List of countries and dependencies by population,0.0,fifth,Economy of Pakistan,0.0,186 million,Economy of Pakistan,0.0,186 million,Economy of Pakistan,0.0,9 million,Economy of Pakistan,0.0
1032,when does shadowhunters season 2 episode 17 come out,"['January 23 , 2017', 'February 13 , 2017', 'July 24 , 2017']",List of Shadowhunters episodes,23.88437701912631,"July 19, 2005",List of Earth 2 episodes,23.88437701912631,"February 14, 2014",House of Cards (season 2),23.88437701912631,"January 12, 2016",Shadowhunters,47.76875403825262,"January 2, 2017",Shadowhunters,23.88437701912631
