,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
1154,who plays the principal in santa clarita diet,['Thomas Lennon'],Santa Clarita Diet,,None,-1.0,None,None,0.0,Drew Barrymore and Timothy Olyphant,Santa Clarita Diet,100.0,Timothy Olyphant and Drew Barrymore,Santa Clarita Diet,100.0,Drew Barrymore and Timothy Olyphant,Santa Clarita Diet,100.0,Drew Barrymore and Timothy Olyphant,Santa Clarita Diet,101.0
1155,when was the first driver's license required,"['1888', '1 January 1904 after the Motor Car Act 1903 received royal assent in the United Kingdom', '1 January 1904']",Driver's license,"1900, August 1, 1910, during a period of residence of not less than 6 months in the country or place of issue","{'1900': ""Driver's license"", 'August 1, 1910': ""Driver's license"", 'during a period of residence of not less than 6 months in the country or place of issue': ""Driver's license""}",100.0,1903,Driver's license,100.0,1900,Driver's license,100.0,1900,Driver's license,100.0,1900,Driver's license,100.0,1900,Driver's license,0.0
1156,which term is used to identify having official power to act,"['Authority', 'authority']",Authority,"auctoritas, authority, authority is the capacity, innate or acquired for exercising ascendancy over a group. But Kiersten's argues that authority is not a capacity, it is a relationship. It is sanctioned power, institutionalized power","{'auctoritas': 'Authority', 'authority': 'Authority', ""authority is the capacity, innate or acquired for exercising ascendancy over a group. But Kiersten's argues that authority is not a capacity, it is a relationship. It is sanctioned power, institutionalized power"": 'Authority'}",100.0,authority,Authority,100.0,authority,Authority,100.0,Authority,Authority,100.0,authority,Authority,100.0,power,Authority,0.0
1157,what is the function of a political action committee (pac),"['pools campaign contributions from members', 'pools campaign contributions from members and donates those funds to campaign for or against candidates , ballot initiatives , or legislation']",Political action committee,"to elect or defeat government officials or to promote legislation, to support other candidates","{'to elect or defeat government officials or to promote legislation': 'Political action committee', 'to support other candidates': 'Political action committee'}",80.53415603309688,"pools campaign contributions from members and donates those funds to campaign for or against candidates, ballot initiatives, or legislation",Political action committee,100.0,"pools campaign contributions from members and donates those funds to campaign for or against candidates, ballot initiatives, or legislation",Political action committee,100.0,"pools campaign contributions from members and donates those funds to campaign for or against candidates, ballot initiatives, or legislation",Political action committee,-1.0,None,None,94.73684210526315,"pools campaign contributions from members and donates those funds to campaigns for or against candidates, ballot initiatives, or legislation",Political action committee,101.0
1158,the creation of human beings in the kumulipo happens during which wā or period of creation,"['In the ninth wā', 'the ninth wā ,', 'the ninth', 'the ninth wā']",Kumulipo,"age of spirit, gods","{'age of spirit': 'Kumulipo', 'gods': 'Kumulipo'}",5.88235294117647,"era or age. In each ""wā"", something is born whether it is a human, plant, or creature",Kumulipo,100.0,era or age,Kumulipo,50.0,"16 ""wā"" which means era or age. In each ""wā",Kumulipo,50.0,previous age of existence,Kumulipo,100.0,previous age of existence,Kumulipo,94.11764705882354
1159,what is the legal age for marriage in australia,['18'],Marriage Act 1961 (Australia),,None,100.0,18,Marriage Act 1961 (Australia),50.0,under 18,Marriage Act 1961 (Australia),100.0,under 18,Marriage Act 1961 (Australia),-1.0,None,None,33.33333333333333,18 years old,Marriage Act 1961 (Australia),101.0
1160,what is the account number of airtel payment bank,"['Your Airtel mobile number is also your account number', 'Your Airtel mobile number']",Airtel Payments Bank Limited,,None,-1.0,None,None,-1.0,None,None,100.0,Your Airtel mobile number,Airtel Payments Bank Limited,-1.0,None,None,-1.0,None,None,101.0
1161,when is the last time the dolphins went to the superbowl,"['1984', 'Super Bowl XIX']",Miami Dolphins,"1986, 1993, 1986","{'1986': 'Miami Dolphins', '1993': 'Miami Dolphins'}",100.0,1993,Miami Dolphins,100.0,1993,Miami Dolphins,100.0,1986,Miami Dolphins,100.0,1986,Miami Dolphins,100.0,1993,Miami Dolphins,0.0
1162,what type of economic system was utilized in the soviet union,"['state ownership', 'communism']",Economy of the Soviet Union,"state ownership and administrative planning, state ownership, Soviet planned economy","{'state ownership and administrative planning': 'Economy of the Soviet Union', 'state ownership': 'Economy of the Soviet Union', 'Soviet planned economy': 'Economy of the Soviet Union'}",100.0,state ownership,Economy of the Soviet Union,100.0,state ownership,Economy of the Soviet Union,100.0,state ownership,Economy of the Soviet Union,100.0,state ownership,Economy of the Soviet Union,100.0,state ownership,Economy of the Soviet Union,0.0
1163,how many lines of symmetry are there in a equilateral triangle,"['3 lines of reflection and rotational symmetry', '3']",Equilateral triangle,"3, three, two points","{'3': 'Equilateral triangle', 'three': 'Equilateral triangle', 'two points': 'Equilateral triangle'}",100.0,3,Equilateral triangle,100.0,3,Equilateral triangle,100.0,3,Equilateral triangle,100.0,3,Equilateral triangle,100.0,3,Equilateral triangle,0.0
1164,the art and science of making objects from clay is called,"['Ceramic', 'Ceramic art']",Ceramic art,"Ceramics and ceramic art, Industrial art ceramics, Fine art ceramics","{'Ceramics and ceramic art': 'Ceramic art', 'Industrial art ceramics': 'Ceramic art', 'Fine art ceramics': 'Ceramic art'}",100.0,ceramics,Ceramic art,100.0,Ceramic art,Ceramic art,100.0,Ceramic art,Ceramic art,100.0,Ceramic art,Ceramic art,100.0,Ceramic art,Ceramic art,0.0
1165,who coined the phrase let get ready to rumble,['Michael Buffer'],Michael Buffer,"Michael Buffer, Shawn Michaels, Buffer","{'Michael Buffer': 'Michael Buffer', 'Shawn Michaels': 'Michael Buffer', 'Buffer': 'Michael Buffer'}",100.0,Michael Buffer,Michael Buffer,100.0,Michael Buffer,Michael Buffer,100.0,Michael Buffer,Michael Buffer,100.0,Michael Buffer,Michael Buffer,100.0,Michael Buffer,Michael Buffer,0.0
1166,what is the center of heredity in a cell,"['the nucleus', 'chromosome', 'nucleus', 'Cell nuclei']",Cell nucleus,"the nucleus, the nucleus, nucleus","{'the nucleus': 'Cell nucleus', 'nucleus': 'Cell nucleus'}",100.0,the nucleus,Cell nucleus,100.0,the nucleus,Cell nucleus,100.0,the nucleus,Cell nucleus,100.0,the nucleus,Cell nucleus,100.0,the nucleus,Cell nucleus,0.0
1167,who was defeated in the french and indian war,"['France', 'the French', 'British']",French and Indian War,"British, a French Officer, New France was conquered by the British","{'British': 'French and Indian War', 'a French Officer': 'French and Indian War', 'New France was conquered by the British': 'French and Indian War'}",0.0,Prussia,French and Indian War,0.0,Abercrombie,French and Indian War,100.0,Abercrombie,French and Indian War,100.0,Abercrombie,French and Indian War,100.0,Abercrombie,French and Indian War,100.0
1168,what is the most fundamental unit of life according to the cell theory,['cells'],Cell theory,"cells, the cell, The cell","{'cells': 'Cell theory', 'the cell': 'Cell theory', 'The cell': 'Cell theory'}",0.0,motility,Cell theory,100.0,The cell,Cell theory,100.0,The cell,Cell theory,100.0,The cell,Cell theory,100.0,motility,Cell theory,100.0
1169,what was generally the preferred way for european powers to control colonial regions,['Indirect rule'],Indirect rule,"Indirect rule, direct command of resources, Indirect rule","{'Indirect rule': 'Indirect rule', 'direct command of resources': 'Indirect rule'}",100.0,Indirect rule,Indirect rule,100.0,Indirect rule,Indirect rule,100.0,Indirect rule,Indirect rule,100.0,Indirect rule,Indirect rule,100.0,Indirect rule,Indirect rule,0.0
1170,guardians of the galaxy blue guy in prison,['Michael Rooker'],Michael Rooker,"Chicago, where he moved to with his mother and sisters at the age of thirteen, after his parents divorced.","{'Chicago, where he moved to with his mother and sisters at the age of thirteen, after his parents divorced.': 'Michael Rooker'}",36.787944117144235,Rooker,Michael Rooker,100.0,Rooker,Michael Rooker,16.666666666666668,"Rooker lives in California, and is married to Margot Rooker. They have two daughters. Rooker holds a black belt in Kyokushin style of karate.",Michael Rooker,100.0,Rooker,Michael Rooker,100.0,Rooker,Michael Rooker,83.33333333333333
1171,who plays the little girl in jurassic park,['Ariana Clarice Richards'],Ariana Richards,"Ariana Richards, Joseph Mazzello, Bethany Richards","{'Ariana Richards': 'Ariana Richards', 'Joseph Mazzello': 'Ariana Richards', 'Bethany Richards': 'Ariana Richards'}",100.0,Ariana Clarice Richards,Ariana Richards,36.787944117144235,Richards,Ariana Richards,100.0,Ariana Clarice Richards,Ariana Richards,100.0,Ariana Clarice Richards,Ariana Richards,100.0,Ariana Clarice Richards,Ariana Richards,63.212055882855765
1172,what are the four requirements to establish criminal liability for gross negligence manslaughter,['the defendant owed a duty to the deceased to take care'],Manslaughter in English law,"provocation and diminished responsibility, whether there was simple inadvertence or conscious risk-taking, simple inadvertence or conscious risk-taking","{'provocation and diminished responsibility': 'Manslaughter in English law', 'whether there was simple inadvertence or conscious risk-taking': 'Manslaughter in English law', 'simple inadvertence or conscious risk-taking': 'Manslaughter in English law'}",100.0,whether there was simple inadvertence or conscious risk-taking,Manslaughter in English law,100.0,whether there was simple inadvertence or conscious risk-taking,Manslaughter in English law,100.0,whether there was simple inadvertence or conscious risk-taking,Manslaughter in English law,100.0,simple inadvertence or conscious risk-taking,Manslaughter in English law,100.0,simple inadvertence or conscious risk-taking,Manslaughter in English law,0.0
1173,where is the lost dutchman's mine supposed to be located,"['in the Superstition Mountains , near Apache Junction , east of Phoenix , Arizona', 'generally believed to be in the Superstition Mountains , near Apache Junction , east of Phoenix , Arizona', 'in the southwestern United States']",Lost Dutchman's Gold Mine,"Superstition Mountains, American west, Superstition Mountains","{'Superstition Mountains': ""Lost Dutchman's Gold Mine"", 'American west': ""Lost Dutchman's Gold Mine""}",66.66666666666666,"Superstition Mountains, near Apache Junction, east of Phoenix, Arizona",Lost Dutchman's Gold Mine,100.0,Superstition Mountains,Lost Dutchman's Gold Mine,100.0,Superstition Mountains,Lost Dutchman's Gold Mine,100.0,Superstition Mountains,Lost Dutchman's Gold Mine,100.0,Superstition Mountains,Lost Dutchman's Gold Mine,33.33333333333334
1174,what is the name of the shape with 100 sides,"['hectogon', 'hecatontagon']",List of polygons,,None,-1.0,None,None,0.0,triangle,List of polygons,3.571428571428572,"many-angled"". Individual polygons are named (and sometimes classified) according to the number of sides, combining a Greek-derived numerical prefix with the suffix ""-gon"", e.g. ""pentagon"", ""dodecagon"". The triangle",List of polygons,-1.0,None,None,100.0,polygons,List of polygons,101.0
1175,where did they film season 8 of the walking dead,['Georgia'],The Walking Dead (TV series),,None,100.0,Georgia,The Walking Dead (TV series),100.0,Georgia,The Walking Dead (TV series),100.0,Georgia,The Walking Dead (TV series),100.0,Georgia,The Walking Dead (TV series),100.0,Georgia,The Walking Dead (TV series),0.0
1176,who becomes chief resident on grey's anatomy season 7,"['Kepner', 'April Kepner M.D.']",April Kepner,,None,100.0,April,April Kepner,100.0,April,April Kepner,100.0,April,April Kepner,100.0,April,April Kepner,100.0,April,April Kepner,0.0
1177,who devised the fingerprint classification still used today in europe and the us,['Hem Chandra Bose'],Henry Classification System,"Dr. Henry Faulds, Sir Edward Henry, Alphonse Bertillon","{'Dr. Henry Faulds': 'Henry Classification System', 'Sir Edward Henry': 'Henry Classification System', 'Alphonse Bertillon': 'Henry Classification System'}",100.0,Dr. Henry Faulds,Henry Classification System,100.0,Dr. Henry Faulds,Henry Classification System,100.0,Dr. Henry Faulds,Henry Classification System,-1.0,None,None,100.0,Dr. Henry Faulds,Henry Classification System,101.0
1178,where in the constitution is the executive branch referenced,['Article Two'],Article Two of the United States Constitution,"Article Two, Article II, no clause","{'Article Two': 'Article Two of the United States Constitution', 'Article II': 'Article Two of the United States Constitution', 'no clause': 'Article Two of the United States Constitution'}",100.0,Article Two,Article Two of the United States Constitution,100.0,Article Two,Article Two of the United States Constitution,100.0,Article Two,Article Two of the United States Constitution,100.0,Article Two,Article Two of the United States Constitution,100.0,Article Two,Article Two of the United States Constitution,0.0
1179,when did brent barry won the dunk contest,['1996'],Brent Barry,"1996, June 2007, 2005 NBA Finals","{'1996': 'Brent Barry', 'June 2007': 'Brent Barry', '2005 NBA Finals': 'Brent Barry'}",100.0,1996,Brent Barry,100.0,1996,Brent Barry,100.0,1996,Brent Barry,-1.0,None,None,100.0,1996,Brent Barry,101.0
1180,who was the german leader who signed the treaty of versailles,"['President Friedrich Ebert', 'Gustav Bauer']",Treaty of Versailles,"Friedrich Ebert, Hermann Müller, Ulrich Graf von Brockdorff-Rantzau","{'Friedrich Ebert': 'Treaty of Versailles', 'Hermann Müller': 'Treaty of Versailles', 'Ulrich Graf von Brockdorff-Rantzau': 'Treaty of Versailles'}",100.0,Gustav Bauer,Treaty of Versailles,100.0,Ulrich Graf von Brockdorff-Rantzau,Treaty of Versailles,100.0,Ulrich Graf von Brockdorff-Rantzau,Treaty of Versailles,100.0,Ulrich Graf von Brockdorff-Rantzau,Treaty of Versailles,100.0,Ulrich Graf von Brockdorff-Rantzau,Treaty of Versailles,0.0
1181,who is the guy that jumped from space,['Felix Baumgartner'],Felix Baumgartner,Felix Baumgartner,{'Felix Baumgartner': 'Felix Baumgartner'},50.0,ix Baumgartner,Felix Baumgartner,100.0,Felix Baumgartner,Felix Baumgartner,100.0,Felix Baumgartner,Felix Baumgartner,100.0,Felix Baumgartner,Felix Baumgartner,100.0,Felix Baumgartner,Felix Baumgartner,50.0
1182,where does the water from the california aqueduct come from,"['collected from the Sierra Nevada Mountains and valleys of Northern and Central California to Southern California .', 'the Sierra Nevada Mountains', 'Sierra Nevada Mountains']",California Aqueduct,"Northern California to Southern California, Tehachapi Mountains, Clifton Court Forebay","{'Northern California to Southern California': 'California Aqueduct', 'Tehachapi Mountains': 'California Aqueduct', 'Clifton Court Forebay': 'California Aqueduct'}",100.0,Sierra Nevada Mountains and valleys,California Aqueduct,100.0,Sierra Nevada Mountains and valleys,California Aqueduct,100.0,Sierra Nevada Mountains and valleys,California Aqueduct,100.0,Sierra Nevada Mountains and valleys,California Aqueduct,100.0,Sierra Nevada Mountains and valleys,California Aqueduct,0.0
