,Question,GT Answer,GT Topic,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,max - min
8169,When were the Mongols defeated by the Tran?,['1288'],Yuan_dynasty,1288,{'1288': 'Trần dynasty'},0.0,"January 29, 1258",Mongol invasions of Vietnam,0.0,1213,Mongol conquest of the Jin dynasty,0.0,18 February,Mongol invasions of Vietnam,0.0
8170,When was Dali conquered by the Yuan?,['1253'],Yuan_dynasty,,None,0.0,937–12,Dali City,-1.0,None,None,-1.0,None,None,1.0
8171,Who had Kublai wanted to succeed him?,"['his eldest son, Zhenjin', 'Zhenjin']",Yuan_dynasty,Ögedei Khan,{'Ögedei Khan': 'Genghis Khan'},50.0,Temür Khan,Kublai Khan,100.0,Temür Khan,Kublai Khan,100.0,Ögedei Khan,Genghis Khan,50.0
8172,When did Zhenjin die?,"['before Kublai in 1285', '1285']",Yuan_dynasty,33 CE,{'33 CE': 'Zhai Zun'},100.0,33 CE,Zhai Zun,100.0,33 CE,Zhai Zun,100.0,33 CE,Zhai Zun,0.0
8173,What was Temur Khan's Chinese-style name?,['Emperor Chengzong'],Yuan_dynasty,Wang Khan,{'Wang Khan': 'Genghis Khan'},0.0,Zhizheng,Toghon Temür,100.0,Zhizheng,Toghon Temür,100.0,Zhizheng,Toghon Temür,100.0
8174,When did Temur rule?,"['1294 to 1307', 'from 1294 to 1307']",Yuan_dynasty,AD 1398,{'AD 1398': 'Nasir-ud-Din Mahmud Shah Tughluq'},0.0,37 years,Tughlaq dynasty,36.787944117144235,1294,Temür Khan,0.0,14th-century,Taimur (disambiguation),36.787944117144235
8175,Who was the 4th to rule the Yuan dynasty?,['Buyantu Khan'],Yuan_dynasty,,None,100.0,Buyantu Khan,Yuan dynasty,0.0,Hongli,Yongzheng Emperor,100.0,Hongli,Yongzheng Emperor,100.0
8176,What did the Mongol elites wish Buyantu didn't do?,"['actively support and adopt mainstream Chinese culture', 'adopt mainstream Chinese culture']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8177,Who mentored Buyantu?,['Li Meng'],Yuan_dynasty,Chaitanya Mahaprabhu,{'Chaitanya Mahaprabhu': 'Sanatana Goswami'},0.0,Adi Putera,Hang Tuah,-1.0,None,None,-1.0,None,None,1.0
8178,What government department did Buyantu shut down?,"['the Department of State Affairs', 'Department of State Affairs']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8179,When did Buyantu resume testing potential government employees?,['1313'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8180,Who was Ayurbarwada's son?,['Gegeen Khan'],Yuan_dynasty,Udayabhadra,{'Udayabhadra': 'Ajatasatru'},0.0,Uday,Ajatashatru,0.0,Rajyavardhana,Rajyavardhana,0.0,Rajyapala,Narayanapala,0.0
8181,When was Geegen the emperor?,"['1321 to 1323', 'from 1321 to 1323']",Yuan_dynasty,1628–,{'1628–': 'Shah Jahan'},0.0,1862,Emperor Norton,0.0,1679,Aurangzeb,0.0,800,Charlemagne,0.0
8182,Who did Gegeen appoint as grand chancellor?,['Baiju'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8183,What did 'Da Yuan Tong Zhi' mean?,"['""the comprehensive institutions of the Great Yuan""', 'the comprehensive institutions of the Great Yuan']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8184,How many rival princes were involved in assassinating Gegeen?,['five'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8185,Where did Yesun Temur die?,['Shangdu'],Yuan_dynasty,Konya,{'Konya': 'Veysel Turan'},0.0,Pyongyang,Death and state funeral of Kim Il-sung,100.0,Konya,Veysel Turan,0.0,Beijing,Death and state funeral of Norodom Sihanouk,100.0
8186,What was the civil war against Ragibagh also called?,"['the War of the Two Capitals', 'War of the Two Capitals']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8187,How long after a banquet with Tugh Temur did Kusala die?,['four days'],Yuan_dynasty,1672,{'1672': 'Hümaşah Hatun'},100.0,1672,Hümaşah Sultan,-1.0,None,None,-1.0,None,None,101.0
8188,Who was thought to have killed Tugh Temur?,['El Temür'],Yuan_dynasty,Major Hodgson,{'Major Hodgson': 'Mirza Khizr Sultan'},100.0,Major Hodgson,Mirza Khizr Sultan,50.0,Major Hodson,Mirza Abu Bakht,0.0,U.S. military drone strike,Akhtar Mansour,100.0
8189,Who took the throne after Kusala's death?,['Tugh Temür'],Yuan_dynasty,Devavarman,{'Devavarman': 'Salisuka'},0.0,Keshab Sen,Keshab Sen,0.0,Abhimanyu II,Didda,0.0,Malik Kafur,Alauddin Khalji,0.0
8190,What was Tugh Temur known for?,['his cultural contribution'],Yuan_dynasty,a pole adorned with yak or horse tails,{'a pole adorned with yak or horse tails': 'Tugh'},-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8191,What academy did Tugh Temur found?,['Academy of the Pavilion of the Star of Literature'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8192,When did Tugh Temur found his academy?,"['spring of 1329', '1329', 'the spring of 1329']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8193,What was the most notable publication of Tugh's academy?,['Jingshi Dadian'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8194,What religions did Tugh Temur follow?,"[""supported Zhu Xi's Neo-Confucianism and also devoted himself in Buddhism"", 'Buddhism', 'Neo-Confucianism and also devoted himself in Buddhism']",Yuan_dynasty,Islam,{'Islam': 'Tughlugh Timur'},-1.0,None,None,0.0,Sharia,Tughlaq dynasty,-1.0,None,None,1.0
8195,When did Tugh Temur die?,['1332'],Yuan_dynasty,"March 25, 2007","{'March 25, 2007': 'Veysel Turan'}",66.66666666666666,25 March 2007,Veysel Turan,0.0,23 September 2009,Ertuğrul Osman,100.0,23 September 2009,Ertuğrul Osman,100.0
8196,What Chinese-style name did Rinchinbal use?,['Emperor Ningzong'],Yuan_dynasty,hao,{'hao': 'Art name'},-1.0,None,None,0.0,Zhuge,Zhuge,-1.0,None,None,1.0
8197,How old was Toghun Temur when he became emperor?,['13'],Yuan_dynasty,14,{'14': 'Osman II'},0.0,six,Mehmed IV,0.0,ten,Tahmasp I,0.0,eight or nine years,Tutankhamun,0.0
8198,How many successors of Kublai was Toghun the last of?,['nine'],Yuan_dynasty,Ögedei Khan,{'Ögedei Khan': 'Genghis Khan'},-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8199,Which dynasties' histories were officially documented during Toghun's reign?,"['Liao, Jin, and Song', 'the Liao, Jin, and Song']",Yuan_dynasty,"Northern Wei, Western Wei, Eastern Wei, Northern Zhou, Northern Qi, and Sui dynasty","{'Northern Wei, Western Wei, Eastern Wei, Northern Zhou, Northern Qi, and Sui dynasty': 'History of the Northern Dynasties'}",100.0,"Northern Wei, Western Wei, Eastern Wei, Northern Zhou, Northern Qi, and Sui dynasty",History of the Northern Dynasties,100.0,"Northern Wei, Western Wei, Eastern Wei, Northern Zhou, Northern Qi, and Sui dynasty",History of the Northern Dynasties,100.0,"Northern Wei, Western Wei, Eastern Wei, Northern Zhou, Northern Qi, and Sui dynasty",History of the Northern Dynasties,0.0
8200,What problems did the Yuan dynasty have near its end?,"['struggle, famine, and bitterness']",Yuan_dynasty,corruption and the persecution,{'corruption and the persecution': 'Yuan dynasty'},100.0,corruption and the persecution,Yuan dynasty,71.42857142857143,"struggle, famine, and bitterness among the populace",History of the Yuan dynasty,100.0,corruption and the persecution,Yuan dynasty,28.57142857142857
8201,Why did Kublai's successors lose control of the rest of the Mongol empire?,"['Mongols beyond the Middle Kingdom saw them as too Chinese', 'saw them as too Chinese']",Yuan_dynasty,Civil strife,{'Civil strife': 'History of the Yuan dynasty'},100.0,Civil strife,History of the Yuan dynasty,100.0,Civil strife,Yuan dynasty,100.0,Civil strife,History of the Yuan dynasty,0.0
8202,Who were later Yuan emperors isolated from?,"['both the army and the populace', 'army and the populace', 'the army and the populace']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8203,What were the Yuan armies too weak to stop?,"['Outlaws ravaged the country', 'Outlaws']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8204,What were later Yuan emperors disinterested in?,['administration'],Yuan_dynasty,administration,{'administration': 'Yuan dynasty'},100.0,administration,Yuan dynasty,100.0,administration,History of the Yuan dynasty,100.0,administration,History of the Yuan dynasty,0.0
8205,When did the Yuan people suffer a series of natural disasters?,"['From the late 1340s onwards', '1340s onwards', 'the late 1340s']",Yuan_dynasty,1344,{'1344': '1344 Yellow River flood'},100.0,1344,1344 Yellow River flood,-1.0,None,None,-1.0,None,None,101.0
8206,What uprising began in 1351?,"['the Red Turban Rebellion', 'Red Turban Rebellion']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8207,Why did Toghun Temur dismiss Toghtogha?,['fear of betrayal'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8208,Who had Toghtogha tried to defeat?,"['the Red Turban rebels', 'Red Turban rebels']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8209,When was the Ming dynasty in power?,['1368–1644'],Yuan_dynasty,1368,{'1368': 'House of Zhu'},100.0,1368,Ming dynasty,0.0,1368–16,Ming Dynasty (disambiguation),100.0,1368–16,Timeline of the Ming dynasty,100.0
8210,What encouraged trade under the Yuan?,"['The political unity of China and much of central Asia', 'political unity of China and much of central Asia', 'political unity']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8211,What encouraged cultural exchange under the Yuan?,"[""The Mongols' extensive West Asian and European contacts""]",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8212,What was the Yuan's Persian ally?,"['the Ilkhanate', 'Ilkhanate']",Yuan_dynasty,,None,100.0,Ilkhanate,Kaidu–Kublai war,100.0,Ilkhanate,Kaidu–Kublai war,0.0,Yawuna,Yuan dynasty,100.0
8213,What crops were introduced or popularized in the Yuan?,"['carrots, turnips, new varieties of lemons, eggplants, and melons, high-quality granulated sugar, and cotton']",Yuan_dynasty,,None,0.00022603294069810544,cotton,Agriculture in China,-1.0,None,None,100.0,cotton,Agriculture in China,101.0
8214,What type of musical instruments did the Yuan bring to China?,['Western'],Yuan_dynasty,,None,0.0,percussion instruments,Chinese orchestra,-1.0,None,None,-1.0,None,None,1.0
8215,"Besides Confucianism, Buddhism, and Islam, what religions were tolerated during the Yuan?",['Nestorianism and Roman Catholicism'],Yuan_dynasty,,None,0.0,Christianity,Yuan dynasty,0.0,Shamans,Religion in the Mongol Empire,20.0,"Chinese, Tibetan and Indian Buddhism",Religion in the Mongol Empire,20.0
8216,"What religion did the Yuan discourage, to support Buddhism?",['Taoism'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8217,What type of practices did the Yuan reintroduce in government?,"['Confucian', 'Confucian governmental practices and examinations']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,0.0,regional quotas,Imperial examination,1.0
8218,What fields of study were advanced during the Yuan?,"['travel literature, cartography, geography, and scientific education', 'literature, cartography, geography, and scientific education']",Yuan_dynasty,,None,0.0,Miscellaneous studies,History of education in China,-1.0,None,None,33.33333333333333,treatises and tables,History of Yuan,34.33333333333333
8219,Who was the first known European to visit China and return?,['Marco Polo'],Yuan_dynasty,Michał Piotr Boym,{'Michał Piotr Boym': 'Michał Boym'},0.0,Bento de Góis,Bento de Góis,0.0,Jorge Álvares,Jorge Álvares,100.0,Jorge Álvares,Jorge Álvares,100.0
8220,What did Polo call the Yuan capital?,['Cambaluc'],Yuan_dynasty,Dadu,{'Dadu': 'History of Beijing'},100.0,Dadu,History of Beijing,0.0,Yinchuan,Western Xia,100.0,Yinchuan,Western Xia,100.0
8221,What was the English title of Polo's book?,"['Travels of Marco Polo', 'the Travels of Marco Polo']",Yuan_dynasty,The Travels of Marco Polo,{'The Travels of Marco Polo': 'The Travels of Marco Polo'},100.0,The Travels of Marco Polo,The Travels of Marco Polo,100.0,The Travels of Marco Polo,The Travels of Marco Polo,100.0,The Travels of Marco Polo,The Travels of Marco Polo,0.0
8222,What was the Italian title of Polo's book?,['Il milione'],Yuan_dynasty,POLIAM FRATER FRANCISCVS COLVMNA PERAMAVIT,{'POLIAM FRATER FRANCISCVS COLVMNA PERAMAVIT': 'Hypnerotomachia Poliphili'},100.0,POLIAM FRATER FRANCISCVS COLVMNA PERAMAVIT,Hypnerotomachia Poliphili,50.0,Il Pecorone,Il Pecorone,0.0,Orfeo,Poliziano,100.0
8223,How did some suspect that Polo learned about China instead of by actually visiting it?,['through contact with Persian traders'],Yuan_dynasty,repeating stories that he had heard from other travelers,{'repeating stories that he had heard from other travelers': 'The Travels of Marco Polo'},100.0,repeating stories that he had heard from other travelers,The Travels of Marco Polo,88.88888888888889,repeating stories that he had heard from other travellers,The Travels of Marco Polo,100.0,repeating stories that he had heard from other travellers,The Travels of Marco Polo,11.111111111111114
8224,What astronomer worked for Kublai?,['Guo Shoujing'],Yuan_dynasty,Jamal ad-Din Muḥammad ibn Ṭāhir ibn Muḥammad al‐Zaydī al‐Bukhārī,{'Jamal ad-Din Muḥammad ibn Ṭāhir ibn Muḥammad al‐Zaydī al‐Bukhārī': 'Jamal ad-Din (astronomer)'},100.0,Jamal ad-Din Muḥammad ibn Ṭāhir ibn Muḥammad al‐Zaydī al‐Bukhārī,Jamal ad-Din (astronomer),100.0,Jamal ad-Din Muḥammad ibn Ṭāhir ibn Muḥammad al‐Zaydī al‐Bukhārī,Jamal ad-Din (astronomer),-1.0,None,None,101.0
8225,How accurate did Guo make the reformed lunisolar calendar?,"['26 seconds off the modern Gregorian calendar', '365.2425 days of the year']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8226,What did Kublai do to prevent famines?,"['granaries were ordered built throughout the empire', 'granaries were ordered built']",Yuan_dynasty,,None,-1.0,None,None,0.0,dispersed his army into several detachments,Subutai,-1.0,None,None,1.0
8227,What city did the Grand Canal reach during the Yuan?,['Beijing'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8228,What major crop was brought to China from the west?,['sorghum'],Yuan_dynasty,Cash crops,{'Cash crops': 'Economic history of China before 1912'},100.0,Cash crops,Economic history of China before 1912,100.0,Cash crops,Economic history of China before 1912,100.0,Cash crops,Economic history of China before 1912,0.0
8229,The Yuan was the first time all of China was ruled by whom?,"['non-native Chinese people', 'non-native Chinese']",Yuan_dynasty,Kublai Khan,{'Kublai Khan': 'History of the Yuan dynasty'},100.0,non-native Chinese people,Yuan dynasty,100.0,Kublai Khan,History of the Yuan dynasty,100.0,Kublai Khan,History of the Yuan dynasty,0.0
8230,What did Mongols worship?,"['the Eternal Heaven', 'Eternal Heaven']",Yuan_dynasty,Heaven,{'Heaven': 'Shamanism in the Qing dynasty'},0.0,Buddhist and Shamans,Religion in the Mongol Empire,0.0,Islam,Religion in the Mongol Empire,0.0,Tibetan Buddhists,Christianity among the Mongols,0.0
8231,What legitimate dynasty came before the Yuan?,"['Song', 'Song dynasty', 'the Song dynasty']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8232,What legitimate dynasty came after the Yuan?,"['Ming', 'Ming dynasty', 'the Ming dynasty']",Yuan_dynasty,Míng dynasty,{'Míng dynasty': 'Yuan dynasty'},100.0,Ming dynasty,History of the Yuan dynasty,100.0,Ming dynasty,History of the Yuan dynasty,100.0,Ming,Ming dynasty,0.0
8233,"Some Chinese considered the Yuan a legitimate dynasty, but what did other Chinese think it was?","['a period of foreign domination', 'continuation of the Mongol Empire']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,0.0,Mongols,Emperor of China,1.0
8234,What cultures were part of Kublai's administration?,"['Han Chinese, Khitans, Jurchens, Mongols, and Tibetan Buddhists', 'Han Chinese, Khitans, Jurchens, Mongols, and Tibetan Buddhists.', 'the Han Chinese, Khitans, Jurchens, Mongols, and Tibetan Buddhists']",Yuan_dynasty,Mongol and Turkic,{'Mongol and Turkic': 'Mongol Empire'},25.0,"Mongols, Semu, Koreans, Hui and other Chinese people",Kublai Khan,86.68778997501818,"Mongols, Semu, Koreans, Hui and Chinese people",Kublai Khan,100.0,"Mongols, Semu, Koreans, Hui and Chinese people",Kublai Khan,75.0
8235,What dynasties inspired the Chinese-like elements of Kublai's government?,"['Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties', 'native Chinese dynasties']",Yuan_dynasty,Three Kingdoms,{'Three Kingdoms': 'Zhuge Liang'},33.33333333333333,Ming and Qing,Yuan dynasty,100.0,Three Kingdoms,Zhuge Liang,20.0,Shen Buhai and Han Fei,Zhuge Liang,80.0
8236,Who were two of Kublai's Chinese advisers?,['Liu Bingzhong and Yao Shu'],Yuan_dynasty,Liu Bei and Gongsun Zan,{'Liu Bei and Gongsun Zan': 'Lu Zhi (Han dynasty)'},20.0,Zhuge Liang and Zhuge Jun,Zhuge Liang,20.0,Shen Buhai and Han Fei,Zhuge Liang,100.0,Shen Buhai and Han Fei,Zhuge Liang,80.0
8237,What kind of division of power did Kublai's government have?,"['tripartite', 'tripartite division']",Yuan_dynasty,dual,{'dual': 'Liao dynasty'},0.0,viceroyalty,Kublai Khan,0.0,autonomous khanates,Division of the Mongol Empire,0.0,dictatorial,Warlord Era,0.0
8238,What were the three parts of Kublai's government?,"['civil, military, and censorial offices', 'civil, military, and censorial']",Yuan_dynasty,China and Mongolia,{'China and Mongolia': 'Kublai Khan'},0.0,"Beshbalik administration, Yanjing administration",Political divisions and vassals of the Mongol Empire,100.0,"Beshbalik administration, Yanjing administration",Political divisions and vassals of the Mongol Empire,25.0,"water, pastures and fire",Caliphate,100.0
8239,Who had military control during the Yuan?,"['the Privy Council', 'Privy Council']",Yuan_dynasty,Kublai Khan,{'Kublai Khan': 'Yuan dynasty'},0.0,warlords,History of the Yuan dynasty,0.0,Mubang,Military conquests of the Ming dynasty,0.0,Sima Jiong,War of the Eight Princes,0.0
8240,When had the Six Ministries existed?,"['since the Sui and Tang dynasties', 'Sui and Tang dynasties']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8241,Who were exempt from the Ministry of Justice?,['Mongols and Semuren'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8242,Who had no real military power during the Yuan?,"['the Ministry of War', 'Ministry of War']",Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,0.0,Chiang,Warlord Era,1.0
8243,When was Phags-pa script invented?,['1269'],Yuan_dynasty,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
8244,Which languages used the Phags-pa script?,"['Mongolian, Tibetan, and Chinese']",Yuan_dynasty,Mongolian and Chinese,{'Mongolian and Chinese': 'Phags-pa (Unicode block)'},100.0,Mongolian and Chinese,Phags-pa (Unicode block),100.0,Mongolian and Chinese,Phags-pa (Unicode block),100.0,Mongolian and Chinese,Phags-pa (Unicode block),0.0
